,,,,,,,,,,,,,,,,,,,,,,,,,,(単位：隻、総トン）
トン数階級別,品川,,,,晴海,,,,,,月島,,,,,,,,,10号地その2,,,,,,トン数階級別
,品川外貿,,品川内貿,,合計,,晴海ふ頭,,官公庁（晴海）,,合計,,,月島ふ頭,,漁業基地,,官公庁（月島）,,合計,,10号西岸壁,,10号東岸壁,,
,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,
合計　　,23,"251,860",751,"9,332,540",108,"1,616,892",91,"1,573,373",17,"43,519",133,"66,759",,45,"15,388",28,"39,481",60,"11,890","1,513","12,242,820",759,"7,622,489",402,"172,459",合計　　
内航船　　,-,-,751,"9,332,540",87,"741,292",70,"697,773",17,"43,519",132,"65,548",,45,"15,388",27,"38,270",60,"11,890","1,513","12,242,820",759,"7,622,489",402,"172,459",内航船　　
外航船　　,23,"251,860",-,-,21,"875,600",21,"875,600",-,-,1,"1,211",,-,-,1,"1,211",-,-,-,-,-,-,-,-,外航船　　
100トン未満,-,-,-,-,3,99,3,99,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,100トン未満
内航船　　,-,-,-,-,3,99,3,99,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
100トン以上　　,-,-,-,-,2,342,2,342,-,-,65,"12,722",,5,832,-,-,60,"11,890",70,"13,925",22,"4,373",48,"9,552",100トン以上　　
内航船　　,-,-,-,-,2,342,2,342,-,-,65,"12,722",,5,832,-,-,60,"11,890",70,"13,925",22,"4,373",48,"9,552",内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
200トン以上　　,-,-,-,-,-,-,-,-,-,-,2,544,,2,544,-,-,-,-,10,"2,438",-,-,10,"2,438",200トン以上　　
内航船　　,-,-,-,-,-,-,-,-,-,-,2,544,,2,544,-,-,-,-,10,"2,438",-,-,10,"2,438",内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
300トン以上　　,-,-,-,-,-,-,-,-,-,-,27,"8,559",,27,"8,559",-,-,-,-,55,"19,976",-,-,55,"19,976",300トン以上　　
内航船　　,-,-,-,-,-,-,-,-,-,-,27,"8,559",,27,"8,559",-,-,-,-,55,"19,976",-,-,55,"19,976",内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
400トン以上　　,-,-,-,-,11,"4,641",10,"4,142",1,499,12,"5,952",,11,"5,453",1,499,-,-,245,"117,044",-,-,245,"117,044",400トン以上　　
内航船　　,-,-,-,-,11,"4,641",10,"4,142",1,499,12,"5,952",,11,"5,453",1,499,-,-,245,"117,044",-,-,245,"117,044",内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
500トン以上　　,-,-,-,-,1,666,1,666,-,-,3,"1,816",,-,-,3,"1,816",-,-,42,"21,951",-,-,42,"21,951",500トン以上　　
内航船　　,-,-,-,-,1,666,1,666,-,-,3,"1,816",,-,-,3,"1,816",-,-,42,"21,951",-,-,42,"21,951",内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
700トン以上　　,-,-,-,-,2,"1,828",2,"1,828",-,-,12,"11,781",,-,-,12,"11,781",-,-,5,"3,745",3,"2,247",2,"1,498",700トン以上　　
内航船　　,-,-,-,-,2,"1,828",2,"1,828",-,-,12,"11,781",,-,-,12,"11,781",-,-,5,"3,745",3,"2,247",2,"1,498",内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"1,000トン以上　　",-,-,-,-,8,"12,477",7,"10,879",1,"1,598",11,"19,495",,-,-,11,"19,495",-,-,-,-,-,-,-,-,"1,000トン以上　　"
内航船　　,-,-,-,-,7,"10,677",6,"9,079",1,"1,598",10,"18,284",,-,-,10,"18,284",-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,1,"1,800",1,"1,800",-,-,1,"1,211",,-,-,1,"1,211",-,-,-,-,-,-,-,-,外航船　　
"2,000トン以上　　",-,-,-,-,23,"55,614",11,"26,162",12,"29,452",-,-,,-,-,-,-,-,-,7,"14,371",7,"14,371",-,-,"2,000トン以上　　"
内航船　　,-,-,-,-,23,"55,614",11,"26,162",12,"29,452",-,-,,-,-,-,-,-,-,7,"14,371",7,"14,371",-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"3,000トン以上　　",4,"14,372",-,-,7,"27,094",4,"15,124",3,"11,970",-,-,,-,-,-,-,-,-,-,-,-,-,-,-,"3,000トン以上　　"
内航船　　,-,-,-,-,6,"23,494",3,"11,524",3,"11,970",-,-,,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,4,"14,372",-,-,1,"3,600",1,"3,600",-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"4,000トン以上　　",-,-,4,"16,952",7,"31,659",7,"31,659",-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,"4,000トン以上　　"
内航船　　,-,-,4,"16,952",6,"26,889",6,"26,889",-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,1,"4,770",1,"4,770",-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"5,000トン以上　　",-,-,-,-,2,"10,990",2,"10,990",-,-,1,"5,890",,-,-,1,"5,890",-,-,-,-,-,-,-,-,"5,000トン以上　　"
内航船　　,-,-,-,-,1,"5,890",1,"5,890",-,-,1,"5,890",,-,-,1,"5,890",-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,1,"5,100",1,"5,100",-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"6,000トン以上　　",-,-,-,-,4,"24,740",4,"24,740",-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,"6,000トン以上　　"
内航船　　,-,-,-,-,4,"24,740",4,"24,740",-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"7,000トン以上　　",-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,"7,000トン以上　　"
内航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"8,000トン以上　　",-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,97,"777,455",97,"777,455",-,-,"8,000トン以上　　"
内航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,97,"777,455",97,"777,455",-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"9,000トン以上　　",-,-,200,"1,978,300",-,-,-,-,-,-,-,-,,-,-,-,-,-,-,176,"1,732,739",176,"1,732,739",-,-,"9,000トン以上　　"
内航船　　,-,-,200,"1,978,300",-,-,-,-,-,-,-,-,,-,-,-,-,-,-,176,"1,732,739",176,"1,732,739",-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"10,000トン以上　　",19,"237,488",547,"7,337,288",4,"49,550",4,"49,550",-,-,-,-,,-,-,-,-,-,-,806,"9,539,176",454,"5,091,304",-,-,"10,000トン以上　　"
内航船　　,-,-,547,"7,337,288",4,"49,550",4,"49,550",-,-,-,-,,-,-,-,-,-,-,806,"9,539,176",454,"5,091,304",-,-,内航船　　
外航船　　,19,"237,488",-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"20,000トン以上　　",-,-,-,-,16,"387,612",16,"387,612",-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,"20,000トン以上　　"
内航船　　,-,-,-,-,12,"286,152",12,"286,152",-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,4,"101,460",4,"101,460",-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"30,000トン以上　　",-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,"30,000トン以上　　"
内航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"40,000トン以上　　",-,-,-,-,1,"43,188",1,"43,188",-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,"40,000トン以上　　"
内航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,1,"43,188",1,"43,188",-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"50,000トン以上　　",-,-,-,-,14,"755,906",14,"755,906",-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,"50,000トン以上　　"
内航船　　,-,-,-,-,5,"250,710",5,"250,710",-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
