,,,,,,,,,,,,,,,,,,,,,,,,,,(単位：隻、総トン）
トン数階級別,大井,,,,,,,,,,,,,若洲,,,,,,,,城南島,,,,トン数階級別
,合計,,大井コンテナふ頭,,大井水産物ふ頭,,大井食品ふ頭（OL）,,大井食品ふ頭（OM）,,大井食品ふ頭（ON）,,,合計,,若洲内貿ふ頭,,15号地木材ふ頭,,若洲建材ふ頭,,合計,,大井建材ふ頭,,
,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,
合計　　,"3,351","77,725,015","3,055","75,728,676",7,"16,804",180,"1,034,925",103,"900,088",6,"44,522",,559,"2,151,500",145,"1,495,474",42,"438,570",372,"217,456","1,826","1,117,639","1,046","589,983",合計　　
内航船　　,"1,113","1,071,592",970,"1,040,309",3,"1,145",138,"29,186",-,-,2,952,,544,"1,722,048",145,"1,495,474",27,"9,118",372,"217,456","1,826","1,117,639","1,046","589,983",内航船　　
外航船　　,"2,238","76,653,423","2,085","74,688,367",4,"15,659",42,"1,005,739",103,"900,088",4,"43,570",,15,"429,452",-,-,15,"429,452",-,-,-,-,-,-,外航船　　
100トン未満,-,-,-,-,-,-,-,-,-,-,-,-,,6,366,-,-,6,366,-,-,-,-,-,-,100トン未満
内航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,6,366,-,-,6,366,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
100トン以上　　,80,"13,304",-,-,-,-,80,"13,304",-,-,-,-,,3,546,-,-,1,194,2,352,-,-,",",-,100トン以上　　
内航船　　,80,"13,304",-,-,-,-,80,"13,304",-,-,-,-,,3,546,-,-,1,194,2,352,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
200トン以上　　,47,"10,808",-,-,-,-,47,"10,808",-,-,-,-,,20,"4,834",-,-,17,"4,148",3,686,11,"3,069",-,-,200トン以上　　
内航船　　,47,"10,808",-,-,-,-,47,"10,808",-,-,-,-,,20,"4,834",-,-,17,"4,148",3,686,11,"3,069",-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
300トン以上　　,6,"2,228",-,-,3,"1,145",3,"1,083",-,-,-,-,,2,735,-,-,1,361,1,374,59,"22,197",2,752,300トン以上　　
内航船　　,6,"2,228",-,-,3,"1,145",3,"1,083",-,-,-,-,,2,735,-,-,1,361,1,374,59,"22,197",2,752,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
400トン以上　　,236,"117,663",226,"112,720",-,-,8,"3,991",-,-,2,952,,180,"88,343",-,-,1,462,179,"87,881",923,"451,427",672,"331,595",400トン以上　　
内航船　　,236,"117,663",226,"112,720",-,-,8,"3,991",-,-,2,952,,180,"88,343",-,-,1,462,179,"87,881",923,"451,427",672,"331,595",内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
500トン以上　　,-,-,-,-,-,-,-,-,-,-,-,-,,93,"56,577",-,-,-,-,93,"56,577",314,"202,171",154,"94,768",500トン以上　　
内航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,93,"56,577",-,-,-,-,93,"56,577",314,"202,171",154,"94,768",内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
700トン以上　　,553,"414,365",553,"414,365",-,-,-,-,-,-,-,-,,92,"68,734",-,-,-,-,92,"68,734",446,"333,326",218,"162,868",700トン以上　　
内航船　　,553,"414,365",553,"414,365",-,-,-,-,-,-,-,-,,92,"68,734",-,-,-,-,92,"68,734",446,"333,326",218,"162,868",内航船　　
