,,,,,,,,,,,,,,,,,,,,,,,,,,(単位：隻、総トン）
トン数階級別,合計,,ブイ・ドルフィン,,芝浦,,,,,,日の出,,,,,竹芝,,,,品川,,,,,,トン数階級別
,,,ドルフィン,,合計,,芝浦ふ頭,,芝浦物揚場,,合計,,,日の出ふ頭,,合計,,竹芝ふ頭,,合計,,品川岸壁,,品川コンテナ,,
,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,
合計　　,"23,604","174,745,700",39,"25,509",772,"1,184,583",465,"1,063,247",307,"121,336",100,"67,045",,100,"67,045","1,929","4,268,108","1,929","4,268,108","1,708","18,132,361","1,708","18,132,361",934,"8,547,961",合計　　
内航船　　,"18,249","43,969,038",39,"25,509",772,"1,184,583",465,"1,063,247",307,"121,336",100,"67,045",,100,"67,045","1,929","4,268,108","1,929","4,268,108",802,"9,384,237",802,"9,384,237",51,"51,697",内航船　　
外航船　　,"5,355","130,776,662",-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,906,"8,748,124",906,"8,748,124",883,"8,496,264",外航船　　
100トン未満,168,"13,291",-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,100トン未満
内航船　　,168,"13,291",-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
100トン以上　　,"1,832","319,126",-,-,102,"18,847",60,"11,940",42,"6,907",50,"9,815",,50,"9,815",617,"101,496",617,"101,496",-,-,-,-,-,-,100トン以上　　
内航船　　,"1,832","319,126",-,-,102,"18,847",60,"11,940",42,"6,907",50,"9,815",,50,"9,815",617,"101,496",617,"101,496",-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
200トン以上　　,"1,710","437,119",-,-,157,"44,751",115,"32,974",42,"11,777",-,-,,-,-,620,"173,900",620,"173,900",-,-,-,-,-,-,200トン以上　　
内航船　　,"1,710","437,119",-,-,157,"44,751",115,"32,974",42,"11,777",-,-,,-,-,620,"173,900",620,"173,900",-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
300トン以上　　,299,"108,680",-,-,2,792,2,792,-,-,1,399,,1,399,-,-,-,-,-,-,-,-,-,-,300トン以上　　
内航船　　,299,"108,680",-,-,2,792,2,792,-,-,1,399,,1,399,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
400トン以上　　,"5,888","2,865,322",13,"6,472",396,"188,899",173,"86,247",223,"102,652",25,"12,407",,25,"12,407",-,-,-,-,8,"3,992",8,"3,992",8,"3,992",400トン以上　　
