,,,,,,,,,,,,,,,,,,,,,,,,,,(単位：隻、総トン）
トン数階級別,10号地その2,,10号地その1,,,,辰巳,,,,13号地その2,,,,,,,,,13号地その1,,,,,,トン数階級別
,東京港フェリーふ頭,,合計,,多目的ふ頭,,合計,,辰巳ふ頭,,合計,,,青海コンテナふ頭（公共）,,青海コンテナふ頭(埠頭㈱),,お台場ライナーふ頭,,合計,,有明ふ頭,,官公庁（有明）,,
,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,
合計　　,352,"4,447,872",22,"41,431",22,"41,431",979,"344,824",979,"344,824","2,573","42,593,015",,"1,419","15,560,794",896,"24,536,848",258,"2,495,373",74,"88,366",61,"55,291",13,"33,075",合計　　
内航船　　,352,"4,447,872",22,"41,431",22,"41,431",979,"344,824",979,"344,824",636,"937,990",,438,"319,180",85,"88,673",113,"530,137",74,"88,366",61,"55,291",13,"33,075",内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,"1,937","41,655,025",,981,"15,241,614",811,"24,448,175",145,"1,965,236",-,-,-,-,-,-,外航船　　
100トン未満,-,-,-,-,-,-,9,143,9,143,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,100トン未満
内航船　　,-,-,-,-,-,-,9,143,9,143,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
100トン以上　　,-,-,3,567,3,567,274,"49,008",274,"49,008",22,"4,330",,-,-,-,-,22,"4,330",-,-,-,-,-,-,100トン以上　　
内航船　　,-,-,3,567,3,567,274,"49,008",274,"49,008",22,"4,330",,-,-,-,-,22,"4,330",-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
200トン以上　　,-,-,-,-,-,-,158,"35,870",158,"35,870",-,-,,-,-,-,-,-,-,-,-,-,-,-,-,200トン以上　　
内航船　　,-,-,-,-,-,-,158,"35,870",158,"35,870",-,-,,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
300トン以上　　,-,-,3,984,3,984,1,391,1,391,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,300トン以上　　
内航船　　,-,-,3,984,3,984,1,391,1,391,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
400トン以上　　,-,-,1,499,1,499,532,"251,948",532,"251,948",199,"99,247",,187,"93,261",9,"4,490",3,"1,496",10,"4,350",10,"4,350",-,-,400トン以上　　
内航船　　,-,-,1,499,1,499,532,"251,948",532,"251,948",199,"99,247",,187,"93,261",9,"4,490",3,"1,496",10,"4,350",10,"4,350",-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
500トン以上　　,-,-,3,"1,992",3,"1,992",1,681,1,681,1,551,,-,-,-,-,1,551,27,"16,585",27,"16,585",-,-,500トン以上　　
内航船　　,-,-,3,"1,992",3,"1,992",1,681,1,681,1,551,,-,-,-,-,1,551,27,"16,585",27,"16,585",-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
700トン以上　　,-,-,3,"2,958",3,"2,958",-,-,-,-,180,"135,501",,152,"113,848",5,"3,745",23,"17,908",-,-,-,-,-,-,700トン以上　　
内航船　　,-,-,3,"2,958",3,"2,958",-,-,-,-,180,"135,501",,152,"113,848",5,"3,745",23,"17,908",-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"1,000トン以上　　",-,-,1,"1,717",1,"1,717",4,"6,783",4,"6,783",197,"236,455",,98,"109,564",70,"78,260",29,"48,631",24,"34,356",24,"34,356",-,-,"1,000トン以上　　"
内航船　　,-,-,1,"1,717",1,"1,717",4,"6,783",4,"6,783",170,"190,308",,98,"109,564",70,"78,260",2,"2,484",24,"34,356",24,"34,356",-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,27,"46,147",,-,-,-,-,27,"46,147",-,-,-,-,-,-,外航船　　
"2,000トン以上　　",-,-,2,"5,126",2,"5,126",-,-,-,-,22,"53,653",,1,"2,507",1,"2,178",20,"48,968",12,"29,964",-,-,12,"29,964","2,000トン以上　　"
内航船　　,-,-,2,"5,126",2,"5,126",-,-,-,-,8,"19,345",,1,"2,507",1,"2,178",6,"14,660",12,"29,964",-,-,12,"29,964",内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,14,"34,308",,-,-,-,-,14,"34,308",-,-,-,-,-,-,外航船　　
"3,000トン以上　　",-,-,4,"15,951",4,"15,951",-,-,-,-,6,"23,252",,-,-,-,-,6,"23,252",1,"3,111",-,-,1,"3,111","3,000トン以上　　"
内航船　　,-,-,4,"15,951",4,"15,951",-,-,-,-,5,"19,935",,-,-,-,-,5,"19,935",1,"3,111",-,-,1,"3,111",内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,1,"3,317",,-,-,-,-,1,"3,317",-,-,-,-,-,-,外航船　　
"4,000トン以上　　",-,-,-,-,-,-,-,-,-,-,19,"84,702",,-,-,-,-,19,"84,702",-,-,-,-,-,-,"4,000トン以上　　"
内航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,19,"84,702",,-,-,-,-,19,"84,702",-,-,-,-,-,-,外航船　　
"5,000トン以上　　",-,-,2,"11,637",2,"11,637",-,-,-,-,52,"279,702",,9,"47,475",-,-,43,"232,227",-,-,-,-,-,-,"5,000トン以上　　"
内航船　　,-,-,2,"11,637",2,"11,637",-,-,-,-,25,"132,750",,-,-,-,-,25,"132,750",-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,27,"146,952",,9,"47,475",-,-,18,"99,477",-,-,-,-,-,-,外航船　　
"6,000トン以上　　",-,-,-,-,-,-,-,-,-,-,9,"56,762",,3,"18,656",4,"25,108",2,"12,998",-,-,-,-,-,-,"6,000トン以上　　"
内航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,9,"56,762",,3,"18,656",4,"25,108",2,"12,998",-,-,-,-,-,-,外航船　　
