年齢[歳],合 計[人],男性合計[人],女性合計[人]
総 数,740772,359168,381604
0,5146,2676,2470
1,5578,2837,2741
2,5665,2889,2776
3,5739,2917,2822
4,5917,2997,2920
5,5958,3047,2911
6,6065,3044,3021
7,5946,3014,2932
8,5864,3024,2840
9,5695,2915,2780
10,6027,3129,2898
11,5843,2945,2898
12,5948,3031,2917
13,6067,3235,2832
14,5903,3049,2854
15,5620,2922,2698
16,5866,2962,2904
17,6060,3113,2947
18,6485,3336,3149
19,6986,3534,3452
20,7670,3756,3914
21,8056,4056,4000
22,9195,4465,4730
23,10045,4759,5286
24,10339,4896,5443
25,10266,4850,5416
26,10628,5108,5520
27,10397,4897,5500
28,10301,4837,5464
29,10280,4989,5291
30,10022,4811,5211
31,9893,4795,5098
32,10103,4949,5154
33,10108,4956,5152
34,10091,4979,5112
35,10048,5026,5022
36,10643,5288,5355
37,10656,5338,5318
38,10592,5292,5300
39,10199,5208,4991
40,10371,5158,5213
41,10594,5417,5177
42,10558,5364,5194
43,10956,5486,5470
44,10967,5515,5452
45,11363,5762,5601
46,11781,5972,5809
47,12308,6190,6118
48,12425,6117,6308
49,12132,6046,6086
50,12078,6068,6010
51,12121,6068,6053
52,12083,6081,6002
53,11784,5896,5888
54,10622,5412,5210
55,10386,5405,4981
56,10823,5545,5278
57,10098,5096,5002
58,9598,4878,4720
59,8912,4517,4395
60,8440,4255,4185
61,8267,4205,4062
62,7924,3998,3926
63,7512,3849,3663
64,7159,3580,3579
65,6816,3474,3342
66,6816,3468,3348
67,6562,3334,3228
68,6953,3447,3506
69,6951,3357,3594
70,7350,3551,3799
71,8217,3980,4237
72,8421,3990,4431
73,8813,4121,4692
74,7436,3393,4043
75,4738,2060,2678
76,5564,2453,3111
77,6723,2845,3878
78,6270,2667,3603
79,6530,2702,3828
80,6032,2431,3601
81,5405,2135,3270
82,4680,1828,2852
83,5104,1955,3149
84,4895,1900,2995
85,4857,1843,3014
86,4278,1606,2672
87,3779,1362,2417
88,3584,1240,2344
89,2968,984,1984
90,2482,848,1634
91,2153,645,1508
92,1769,493,1276
93,1439,399,1040
94,1150,314,836
95,900,233,667
96,605,137,468
97,423,95,328
98,327,44,283
99,228,31,197
100,143,18,125
101,110,14,96
102,59,8,51
103,22,5,17
104歳以上,48,7,41
不詳者,0,0,0
