年齢[歳],合 計[人],男性合計[人],女性合計[人]
総 数,742396,360111,382285
0,5497,2789,2708
1,5725,2907,2818
2,5892,2993,2899
3,5951,3001,2950
4,5945,3022,2923
5,6168,3125,3043
6,5924,2981,2943
7,5892,3036,2856
8,5671,2942,2729
9,6030,3097,2933
10,5849,2949,2900
11,5947,3026,2921
12,6049,3222,2827
13,5855,2992,2863
14,5641,2960,2681
15,5877,2968,2909
16,5942,3043,2899
17,6175,3183,2992
18,6640,3377,3263
19,7284,3619,3665
20,7899,3988,3911
21,8280,4090,4190
22,9536,4577,4959
23,10419,4940,5479
24,10420,4926,5494
25,10700,5080,5620
26,10469,4926,5543
27,10342,4824,5518
28,10319,5023,5296
29,10152,4847,5305
30,10045,4890,5155
31,10047,4892,5155
32,10162,4930,5232
33,10122,4991,5131
34,10148,5047,5101
35,10672,5326,5346
36,10713,5327,5386
37,10655,5344,5311
38,10322,5249,5073
39,10371,5194,5177
40,10667,5464,5203
41,10660,5398,5262
42,10920,5511,5409
43,10961,5508,5453
44,11407,5786,5621
45,11808,6008,5800
46,12363,6209,6154
47,12498,6207,6291
48,12254,6121,6133
49,12075,6060,6015
50,12189,6081,6108
51,12188,6149,6039
52,11865,5911,5954
53,11021,5640,5381
54,10281,5295,4986
55,10901,5657,5244
56,10222,5152,5070
57,9757,4960,4797
58,8927,4534,4393
59,8607,4360,4247
60,8399,4280,4119
61,7998,4048,3950
62,7620,3896,3724
63,7252,3630,3622
64,6948,3563,3385
65,6880,3509,3371
66,6609,3398,3211
67,7063,3504,3559
68,6989,3422,3567
69,7423,3570,3853
70,8231,4012,4219
71,8562,4110,4452
72,8884,4192,4692
73,7799,3596,4203
74,4925,2169,2756
75,5613,2499,3114
76,6883,2953,3930
77,6381,2743,3638
78,6657,2787,3870
79,6298,2562,3736
80,5638,2270,3368
81,4896,1969,2927
82,5234,2044,3190
83,5100,2004,3096
84,5189,2019,3170
85,4504,1711,2793
86,4067,1491,2576
87,3894,1404,2490
88,3272,1129,2143
89,2761,957,1804
90,2397,743,1654
91,2005,594,1411
92,1674,493,1181
93,1390,381,1009
94,1072,288,784
95,766,196,570
96,533,117,416
97,411,68,343
98,300,54,246
99,199,30,169
100,149,16,133
101,93,12,81
102,44,12,32
103,32,8,24
104歳以上,44,4,40
不詳者,0,0,0
