年齢[歳],合 計[人],男性合計[人],女性合計[人]
総 数,740099,359039,381060
0,5315,2740,2575
1,5581,2852,2729
2,5801,2946,2855
3,5779,2935,2844
4,6024,3064,2960
5,6005,3049,2956
6,5984,3042,2942
7,6032,3051,2981
8,5793,2997,2796
9,5680,2950,2730
10,6066,3067,2999
11,5845,2974,2871
12,6014,3110,2904
13,5935,3142,2793
14,5795,2981,2814
15,5682,2919,2763
16,5951,3050,2901
17,6082,3114,2968
18,6356,3249,3107
19,7059,3552,3507
20,7629,3808,3821
21,7976,3977,3999
22,8904,4342,4562
23,10043,4762,5281
24,10312,4885,5427
25,10426,4911,5515
26,10750,5106,5644
27,10189,4829,5360
28,10263,4869,5394
29,10243,4993,5250
30,9942,4819,5123
31,9968,4787,5181
32,10079,4922,5157
33,10075,4955,5120
34,10012,4958,5054
35,10233,5099,5134
36,10823,5381,5442
37,10725,5390,5335
38,10356,5191,5165
39,10308,5221,5087
40,10372,5225,5147
41,10735,5449,5286
42,10782,5531,5251
43,10858,5438,5420
44,11238,5646,5592
45,11470,5807,5663
46,11959,6077,5882
47,12647,6350,6297
48,12243,6062,6181
49,12107,6041,6066
50,12424,6222,6202
51,11966,5997,5969
52,11983,5962,6021
53,12259,6235,6024
54,8890,4614,4276
55,11433,5918,5515
56,10668,5395,5273
57,9957,5031,4926
58,9259,4719,4540
59,8775,4439,4336
60,8415,4265,4150
61,8143,4112,4031
62,7780,3980,3800
63,7334,3684,3650
64,6987,3552,3435
65,6977,3550,3427
66,6675,3395,3280
67,6782,3436,3346
68,7037,3456,3581
69,7041,3394,3647
70,7639,3679,3960
71,8631,4172,4459
72,8639,4116,4523
73,8575,3991,4584
74,5891,2607,3284
75,5150,2317,2833
76,6198,2648,3550
77,6684,2876,3808
78,6390,2696,3694
79,6573,2672,3901
80,5869,2360,3509
81,5140,2045,3095
82,4787,1844,2943
83,5201,2023,3178
84,5044,2002,3042
85,4798,1826,2972
86,4030,1474,2556
87,3891,1429,2462
88,3426,1177,2249
89,2892,978,1914
90,2444,812,1632
91,2031,598,1433
92,1713,490,1223
93,1400,387,1013
94,1113,294,819
95,859,222,637
96,542,123,419
97,439,81,358
98,281,49,232
99,227,30,197
100,157,18,139
101,95,11,84
102,50,10,40
103,26,6,20
104歳以上,43,5,38
不詳者,0,0,0
