年齢[歳],合 計[人],男性合計[人],女性合計[人]
総 数,737875,357528,380347
0,5256,2707,2549
1,5298,2716,2582
2,5503,2814,2689
3,5711,2923,2788
4,5702,2868,2834
5,5999,3054,2945
6,5970,3036,2934
7,6009,3056,2953
8,5956,3027,2929
9,5804,3000,2804
10,5731,2962,2769
11,5983,3024,2959
12,5887,3003,2884
13,5985,3105,2880
14,6015,3177,2838
15,5806,3010,2796
16,5711,2940,2771
17,5985,3072,2913
18,6174,3152,3022
19,6684,3405,3279
20,7200,3626,3574
21,7871,3858,4013
22,8282,4102,4180
23,9784,4708,5076
24,10145,4794,5351
25,10264,4868,5396
26,10266,4887,5379
27,10662,5063,5599
28,10192,4797,5395
29,10156,4856,5300
30,10225,4917,5308
31,9858,4725,5133
32,9870,4733,5137
33,10078,4939,5139
34,10006,4943,5063
35,9947,4929,5018
36,10079,5053,5026
37,10774,5338,5436
38,10492,5236,5256
39,10351,5213,5138
40,10234,5172,5062
41,10269,5155,5114
42,10643,5368,5275
43,10783,5552,5231
44,10809,5403,5406
45,11057,5561,5496
46,11383,5733,5650
47,11806,5997,5809
48,12592,6294,6298
49,12217,6027,6190
50,12030,5998,6032
51,12144,6089,6055
52,12009,6026,5983
53,12018,6025,5993
54,11960,6015,5945
55,9142,4706,4436
56,11154,5802,5352
57,10667,5411,5256
58,9893,4987,4906
59,9212,4667,4545
60,8752,4420,4332
61,8292,4201,4091
62,8073,4095,3978
63,7698,3887,3811
64,7320,3687,3633
65,6983,3511,3472
66,6798,3447,3351
67,6632,3349,3283
68,6600,3328,3272
69,6964,3429,3535
70,6884,3314,3570
71,7483,3562,3921
72,8286,3978,4308
73,8461,3994,4467
74,8506,3938,4568
75,6076,2689,3387
76,4988,2206,2782
77,5892,2521,3371
78,6504,2765,3739
79,6173,2549,3624
80,6372,2543,3829
81,5722,2288,3434
82,4972,1948,3024
83,4579,1722,2857
84,4999,1925,3074
85,4689,1807,2882
86,4523,1657,2866
87,3825,1387,2438
88,3524,1219,2305
89,3208,1076,2132
90,2595,857,1738
91,2247,730,1517
92,1819,510,1309
93,1481,395,1086
94,1184,300,884
95,968,245,723
96,672,177,495
97,467,98,369
98,340,61,279
99,220,35,185
100,162,21,141
101,97,12,85
102,72,11,61
103,37,4,33
104歳以上,43,6,37
不詳者,0,0,0
