年齢[歳],合 計[人],男性合計[人],女性合計[人]
総 数,738016,358401,379615
0,5581,2845,2736
1,5872,3000,2872
2,5967,2989,2978
3,5910,3034,2876
4,6145,3111,3034
5,5944,2986,2958
6,5901,3029,2872
7,5682,2962,2720
8,5982,3054,2928
9,5839,2951,2888
10,5875,2983,2892
11,6003,3203,2800
12,5856,3032,2824
13,5666,2938,2728
14,5749,2930,2819
15,5890,3016,2874
16,6173,3180,2993
17,6262,3169,3093
18,6845,3460,3385
19,7390,3745,3645
20,7881,3952,3929
21,8342,4105,4237
22,9604,4639,4965
23,10158,4837,5321
24,10561,5005,5556
25,10474,4924,5550
26,10130,4741,5389
27,10188,4932,5256
28,10057,4829,5228
29,9847,4754,5093
30,10002,4824,5178
31,10018,4878,5140
32,10148,4976,5172
33,10058,4974,5084
34,10536,5295,5241
35,10665,5344,5321
36,10649,5313,5336
37,10294,5212,5082
38,10318,5209,5109
39,10642,5449,5193
40,10562,5331,5231
41,10930,5522,5408
42,10875,5465,5410
43,11380,5778,5602
44,11701,5943,5758
45,12403,6240,6163
46,12516,6266,6250
47,12287,6081,6206
48,12093,6102,5991
49,12264,6120,6144
50,12117,6079,6038
51,11960,5968,5992
52,11318,5784,5534
53,10107,5243,4864
54,10979,5716,5263
55,10336,5194,5142
56,9864,5055,4809
57,8976,4542,4434
58,8668,4383,4285
59,8478,4315,4163
60,8153,4134,4019
61,7674,3944,3730
62,7343,3686,3657
63,6980,3578,3402
64,6978,3543,3435
65,6664,3449,3215
66,7036,3504,3532
67,7053,3490,3563
68,7500,3630,3870
69,8240,4022,4218
70,8745,4209,4536
71,8927,4245,4682
72,8175,3811,4364
73,5074,2253,2821
74,5678,2553,3125
75,6986,3024,3962
76,6524,2840,3684
77,6800,2879,3921
78,6532,2708,3824
79,5856,2389,3467
80,5134,2104,3030
81,5343,2101,3242
82,5291,2110,3181
83,5517,2193,3324
84,4761,1856,2905
85,4330,1625,2705
86,4159,1530,2629
87,3540,1263,2277
88,3081,1079,2002
89,2673,863,1810
90,2253,703,1550
91,1955,610,1345
92,1616,485,1131
93,1279,350,929
94,919,257,662
95,643,155,488
96,515,95,420
97,382,77,305
98,266,42,224
99,194,24,170
100,135,16,119
101,63,19,44
102,54,11,43
103,29,3,26
104歳以上,48,3,45
不詳者,0,0,0
