年齢[歳],合 計[人],男性合計[人],女性合計[人]
総 数,739187,357878,381309
0,5062,2621,2441
1,5196,2701,2495
2,5463,2774,2689
3,5465,2779,2686
4,5776,2971,2805
5,5882,2929,2953
6,5817,3008,2809
7,6131,3099,3032
8,5896,2982,2914
9,5892,3010,2882
10,5696,2969,2727
11,6024,3098,2926
12,5892,2980,2912
13,5917,3008,2909
14,6101,3266,2835
15,5924,3057,2867
16,5716,2970,2746
17,5871,2993,2878
18,6302,3183,3119
19,6877,3560,3317
20,7481,3699,3782
21,7893,3869,4024
22,8930,4320,4610
23,9659,4648,5011
24,10261,4889,5372
25,10506,4966,5540
26,10240,4824,5416
27,10560,5044,5516
28,10428,4922,5506
29,10074,4752,5322
30,10105,4879,5226
31,10076,4860,5216
32,9854,4761,5093
33,9946,4852,5094
34,9881,4881,5000
35,9976,4912,5064
36,9983,4994,4989
37,10442,5211,5231
38,10542,5229,5313
39,10588,5286,5302
40,10159,5137,5022
41,10168,5124,5044
42,10540,5347,5193
43,10535,5314,5221
44,10770,5448,5322
45,10798,5419,5379
46,11272,5709,5563
47,11596,5872,5724
48,12281,6131,6150
49,12364,6143,6221
50,12101,5980,6121
51,11935,5995,5940
52,12109,6069,6040
53,11997,6005,5992
54,11733,5844,5889
55,11081,5637,5444
56,9877,5126,4751
57,10805,5564,5241
58,10165,5093,5072
59,9648,4921,4727
60,8825,4431,4394
61,8466,4286,4180
62,8242,4165,4077
63,7884,3979,3905
64,7421,3769,3652
65,7140,3572,3568
66,6731,3406,3325
67,6740,3400,3340
68,6387,3247,3140
69,6815,3360,3455
70,6789,3278,3511
71,7168,3433,3735
72,7853,3751,4102
73,8324,3921,4403
74,8458,3928,4530
75,7724,3518,4206
76,4776,2057,2719
77,5340,2318,3022
78,6488,2711,3777
79,6035,2534,3501
80,6248,2536,3712
81,5897,2318,3579
82,5328,2075,3253
83,4579,1764,2815
84,4769,1786,2983
85,4562,1719,2843
86,4622,1737,2885
87,3946,1418,2528
88,3430,1191,2239
89,3265,1092,2173
90,2688,879,1809
91,2260,735,1525
92,1886,541,1345
93,1491,395,1096
94,1203,303,900
95,975,255,720
96,717,162,555
97,500,123,377
98,323,65,258
99,234,34,200
100,150,27,123
101,94,10,84
102,70,7,63
103,41,5,36
104歳以上,44,3,41
不詳者,0,0,0
