年齢[歳],合 計[人],男性合計[人],女性合計[人]
総 数,739796,358853,380943
0,5207,2673,2534
1,5577,2863,2714
2,5803,2947,2856
3,5768,2920,2848
4,6049,3085,2964
5,5977,3034,2943
6,6043,3062,2981
7,5948,3019,2929
8,5814,3025,2789
9,5712,2945,2767
10,5982,3024,2958
11,5885,2996,2889
12,5974,3100,2874
13,6008,3161,2847
14,5787,2997,2790
15,5660,2920,2740
16,5963,3064,2899
17,6069,3094,2975
18,6248,3174,3074
19,7083,3599,3484
20,7616,3768,3848
21,8015,4004,4011
22,8756,4293,4463
23,10065,4765,5300
24,10290,4870,5420
25,10382,4903,5479
26,10753,5101,5652
27,10265,4844,5421
28,10233,4887,5346
29,10253,4979,5274
30,9959,4805,5154
31,9931,4760,5171
32,10084,4949,5135
33,10090,4955,5135
34,10005,4933,5072
35,10141,5113,5028
36,10868,5351,5517
37,10660,5348,5312
38,10394,5220,5174
39,10301,5228,5073
40,10319,5193,5126
41,10725,5416,5309
42,10824,5577,5247
43,10848,5413,5435
44,11162,5624,5538
45,11468,5793,5675
46,11881,6054,5827
47,12622,6333,6289
48,12295,6090,6205
49,12087,6033,6054
50,12257,6148,6109
51,12040,6024,6016
52,12083,6059,6024
53,12071,6088,5983
54,9251,4766,4485
55,11270,5858,5412
56,10706,5439,5267
57,9951,5026,4925
58,9280,4705,4575
59,8851,4487,4364
60,8387,4255,4132
61,8157,4140,4017
62,7797,3956,3841
63,7394,3732,3662
64,7068,3571,3497
65,6895,3507,3388
66,6710,3407,3303
67,6729,3416,3313
68,7041,3474,3567
69,6992,3384,3608
70,7596,3633,3963
71,8432,4094,4338
72,8607,4097,4510
73,8656,4051,4605
74,6213,2776,3437
75,5087,2272,2815
76,6037,2601,3436
77,6666,2871,3795
78,6345,2660,3685
79,6569,2655,3914
80,5916,2400,3516
81,5158,2045,3113
82,4749,1816,2933
83,5228,2048,3180
84,4984,1973,3011
85,4841,1823,3018
86,4116,1535,2581
87,3833,1386,2447
88,3498,1198,2300
89,2874,986,1888
90,2499,833,1666
91,2073,615,1458
92,1725,493,1232
93,1398,377,1021
94,1168,311,857
95,837,221,616
96,581,133,448
97,425,76,349
98,303,52,251
99,225,30,195
100,151,17,134
101,102,11,91
102,57,9,48
103,22,4,18
104歳以上,46,5,41
不詳者,0,0,0
