年齢[歳],合 計[人],男性合計[人],女性合計[人]
総 数,739097,357778,381319
0,5202,2677,2525
1,5206,2709,2497
2,5489,2790,2699
3,5551,2836,2715
4,5722,2888,2834
5,5988,3030,2958
6,5861,2995,2866
7,6088,3086,3002
8,5905,2999,2906
9,5871,3022,2849
10,5675,2935,2740
11,6026,3102,2924
12,5837,2962,2875
13,6001,3079,2922
14,6059,3212,2847
15,5905,3048,2857
16,5644,2919,2725
17,5901,3000,2901
18,6416,3237,3179
19,6781,3492,3289
20,7544,3727,3817
21,7906,3841,4065
22,9091,4445,4646
23,9752,4701,5051
24,10374,4893,5481
25,10349,4889,5460
26,10132,4773,5359
27,10588,5054,5534
28,10270,4830,5440
29,10248,4843,5405
30,10133,4871,5262
31,9927,4736,5191
32,9794,4731,5063
33,10070,4936,5134
34,9971,4916,5055
35,9977,4928,5049
36,9986,4993,4993
37,10621,5309,5312
38,10474,5202,5272
39,10441,5217,5224
40,10213,5207,5006
41,10246,5102,5144
42,10579,5404,5175
43,10591,5389,5202
44,10929,5477,5452
45,10916,5519,5397
46,11245,5646,5599
47,11788,5978,5810
48,12337,6160,6177
49,12248,6035,6213
50,12191,6067,6124
51,12008,5997,6011
52,11948,6028,5920
53,12101,6058,6043
54,11698,5888,5810
55,10189,5163,5026
56,10470,5449,5021
57,10723,5467,5256
58,9950,5027,4923
59,9418,4758,4660
60,8887,4505,4382
61,8333,4197,4136
62,8147,4152,3995
63,7766,3903,3863
64,7421,3760,3661
65,7054,3541,3513
66,6738,3418,3320
67,6675,3373,3302
68,6448,3263,3185
69,6890,3405,3485
70,6880,3298,3582
71,7288,3481,3807
72,8137,3920,4217
73,8229,3873,4356
74,8740,4062,4678
75,6977,3102,3875
76,4659,2027,2632
77,5495,2355,3140
78,6539,2762,3777
79,6125,2580,3545
80,6361,2567,3794
81,5790,2291,3499
82,5157,2001,3156
83,4464,1699,2765
84,4940,1877,3063
85,4660,1772,2888
86,4503,1663,2840
87,3956,1443,2513
88,3433,1185,2248
89,3262,1107,2155
90,2683,868,1815
91,2206,728,1478
92,1867,539,1328
93,1510,389,1121
94,1191,311,880
95,951,247,704
96,710,177,533
97,477,104,373
98,341,78,263
99,231,33,198
100,158,20,138
101,93,11,82
102,72,9,63
103,44,5,39
104歳以上,45,5,40
不詳者,0,0,0
