年齢[歳],合 計[人],男性合計[人],女性合計[人]
総 数,742834,360315,382519
0,5561,2839,2722
1,5792,2954,2838
2,5859,2954,2905
3,6056,3063,2993
4,5943,3017,2926
5,6145,3099,3046
6,5918,3003,2915
7,5874,3038,2836
8,5683,2927,2756
9,6019,3087,2932
10,5815,2950,2865
11,5984,3057,2927
12,6052,3196,2856
13,5862,3023,2839
14,5620,2927,2693
15,5871,2976,2895
16,6062,3097,2965
17,6123,3144,2979
18,6731,3423,3308
19,7300,3603,3697
20,7973,4047,3926
21,8403,4166,4237
22,9898,4688,5210
23,10456,4998,5458
24,10427,4941,5486
25,10744,5079,5665
26,10456,4880,5576
27,10388,4899,5489
28,10281,4988,5293
29,10163,4878,5285
30,9963,4807,5156
31,10118,4934,5184
32,10133,4913,5220
33,10184,5005,5179
34,10154,5084,5070
35,10779,5385,5394
36,10689,5321,5368
37,10562,5276,5286
38,10450,5356,5094
39,10314,5140,5174
40,10733,5505,5228
41,10689,5468,5221
42,10962,5479,5483
43,11042,5562,5480
44,11374,5736,5638
45,11902,6068,5834
46,12461,6260,6201
47,12376,6128,6248
48,12326,6141,6185
49,12140,6077,6063
50,12044,6050,5994
51,12203,6122,6081
52,11931,6014,5917
53,10388,5293,5095
54,10652,5549,5103
55,10879,5586,5293
56,10048,5078,4970
57,9584,4867,4717
58,9007,4597,4410
59,8508,4282,4226
60,8351,4274,4077
61,7922,3992,3930
62,7603,3876,3727
63,7202,3634,3568
64,6921,3537,3384
65,6840,3482,3358
66,6628,3403,3225
67,7055,3492,3563
68,7085,3448,3637
69,7519,3632,3887
70,8398,4093,4305
71,8519,4085,4434
72,9091,4307,4784
73,7270,3302,3968
74,4855,2145,2710
75,5730,2516,3214
76,6892,2995,3897
77,6454,2779,3675
78,6771,2823,3948
79,6186,2520,3666
80,5566,2241,3325
81,4812,1906,2906
82,5355,2111,3244
83,5169,2042,3127
84,5125,1983,3142
85,4507,1734,2773
86,4040,1464,2576
87,3893,1403,2490
88,3269,1124,2145
89,2715,952,1763
90,2378,743,1635
91,2011,581,1430
92,1655,494,1161
93,1378,389,989
94,1069,287,782
95,735,183,552
96,545,118,427
97,408,70,338
98,302,50,252
99,199,28,171
100,146,18,128
101,93,11,82
102,43,12,31
103,30,7,23
104歳以上,45,5,40
不詳者,0,0,0
