年齢[歳],合 計[人],男性合計[人],女性合計[人]
総 数,740417,358936,381481
0,5117,2630,2487
1,5624,2863,2761
2,5768,2940,2828
3,5703,2901,2802
4,5981,3010,2971
5,5941,3043,2898
6,6084,3047,3037
7,5946,3018,2928
8,5828,3015,2813
9,5665,2931,2734
10,6038,3070,2968
11,5833,2953,2880
12,6011,3109,2902
13,6002,3167,2835
14,5869,3039,2830
15,5641,2909,2732
16,5875,3003,2872
17,6126,3140,2986
18,6339,3233,3106
19,7061,3578,3483
20,7591,3703,3888
21,8090,4078,4012
22,9302,4493,4809
23,10095,4794,5301
24,10303,4855,5448
25,10294,4883,5411
26,10726,5109,5617
27,10288,4822,5466
28,10328,4909,5419
29,10196,4940,5256
30,9985,4787,5198
31,9952,4809,5143
32,10089,4962,5127
33,10097,4954,5143
34,10069,4949,5120
35,10046,5052,4994
36,10819,5384,5435
37,10637,5311,5326
38,10428,5209,5219
39,10282,5244,5038
40,10289,5149,5140
41,10698,5483,5215
42,10707,5447,5260
43,10909,5464,5445
44,11086,5593,5493
45,11378,5739,5639
46,11806,5987,5819
47,12472,6266,6206
48,12355,6090,6265
49,12201,6084,6117
50,12142,6074,6068
51,12030,6072,5958
52,12081,6040,6041
53,11797,5925,5872
54,10029,5132,4897
55,10854,5640,5214
56,10781,5522,5259
57,9952,5019,4933
58,9440,4768,4672
59,8928,4546,4382
60,8417,4275,4142
61,8177,4152,4025
62,7821,3939,3882
63,7478,3814,3664
64,7112,3542,3570
65,6850,3510,3340
66,6669,3384,3285
67,6679,3403,3276
68,6989,3462,3527
69,6972,3357,3615
70,7494,3600,3894
71,8319,4042,4277
72,8373,3987,4386
73,8934,4179,4755
74,6797,3057,3740
75,4864,2145,2719
76,5759,2479,3280
77,6678,2861,3817
78,6319,2700,3619
79,6554,2670,3884
80,5967,2389,3578
81,5302,2117,3185
82,4703,1804,2899
83,5160,2003,3157
84,4943,1936,3007
85,4816,1821,2995
86,4236,1599,2637
87,3763,1356,2407
88,3554,1225,2329
89,2962,993,1969
90,2458,838,1620
91,2155,645,1510
92,1727,479,1248
93,1444,399,1045
94,1145,314,831
95,867,224,643
96,602,138,464
97,422,88,334
98,314,44,270
99,229,30,199
100,149,17,132
101,110,13,97
102,58,8,50
103,27,6,21
104歳以上,45,6,39
不詳者,0,0,0
