年齢[歳],合 計[人],男性合計[人],女性合計[人]
総 数,739503,359026,380477
0,5522,2828,2694
1,5868,2988,2880
2,5848,2950,2898
3,6060,3078,2982
4,6013,3063,2950
5,6039,3053,2986
6,5967,3023,2944
7,5802,3033,2769
8,5717,2945,2772
9,5962,3019,2943
10,5867,2985,2882
11,5945,3075,2870
12,5950,3135,2815
13,5766,2978,2788
14,5655,2909,2746
15,5911,3043,2868
16,6044,3091,2953
17,6110,3089,3021
18,6572,3387,3185
19,7367,3653,3714
20,7626,3879,3747
21,8358,4175,4183
22,9008,4371,4637
23,10234,4855,5379
24,10430,4956,5474
25,10804,5093,5711
26,10232,4759,5473
27,10266,4876,5390
28,10275,5003,5272
29,10026,4811,5215
30,9911,4733,5178
31,10230,5000,5230
32,10092,4920,5172
33,10088,4953,5135
34,10233,5176,5057
35,10834,5356,5478
36,10605,5341,5264
37,10466,5262,5204
38,10366,5270,5096
39,10373,5242,5131
40,10707,5415,5292
41,10863,5597,5266
42,10870,5438,5432
43,11131,5584,5547
44,11461,5798,5663
45,11903,6060,5843
46,12668,6381,6287
47,12350,6107,6243
48,12168,6069,6099
49,12279,6178,6101
50,12063,6026,6037
51,12143,6079,6064
52,12150,6140,6010
53,9318,4815,4503
54,11310,5891,5419
55,10758,5492,5266
56,10042,5084,4958
57,9337,4744,4593
58,8881,4508,4373
59,8480,4296,4184
60,8226,4191,4035
61,7880,4004,3876
62,7465,3778,3687
63,7133,3607,3526
64,6962,3552,3410
65,6763,3441,3322
66,6785,3455,3330
67,7107,3522,3585
68,7078,3438,3640
69,7724,3709,4015
70,8564,4176,4388
71,8765,4200,4565
72,8809,4157,4652
73,6331,2848,3483
74,5193,2338,2855
75,6171,2684,3487
76,6835,2991,3844
77,6512,2774,3738
78,6752,2771,3981
79,6136,2523,3613
80,5331,2162,3169
81,4916,1919,2997
82,5426,2155,3271
83,5210,2093,3117
84,5140,1976,3164
85,4359,1648,2711
86,4123,1531,2592
87,3811,1339,2472
88,3157,1120,2037
89,2727,939,1788
90,2333,715,1618
91,1978,602,1376
92,1628,467,1161
93,1369,386,983
94,1019,280,739
95,700,172,528
96,536,105,431
97,389,76,313
98,286,46,240
99,204,28,176
100,134,15,119
101,92,16,76
102,41,10,31
103,31,4,27
104歳以上,48,5,43
不詳者,0,0,0
