年齢[歳],合 計[人],男性合計[人],女性合計[人]
総 数,738914,357649,381265
0,5006,2618,2388
1,5251,2682,2569
2,5368,2767,2601
3,5412,2767,2645
4,5711,2900,2811
5,5723,2897,2826
6,5971,3033,2938
7,5979,3049,2930
8,5947,3037,2910
9,6019,3041,2978
10,5813,2998,2815
11,5710,2982,2728
12,6100,3087,3013
13,5863,2987,2876
14,6070,3136,2934
15,5969,3168,2801
16,5831,3005,2826
17,5761,2942,2819
18,6218,3174,3044
19,6748,3442,3306
20,7234,3690,3544
21,7850,3842,4008
22,8588,4167,4421
23,9548,4550,4998
24,10264,4901,5363
25,10459,4892,5567
26,10370,4931,5439
27,10440,4915,5525
28,10698,5120,5578
29,10009,4763,5246
30,10086,4816,5270
31,10215,4937,5278
32,9854,4748,5106
33,9876,4801,5075
34,9977,4898,5079
35,9970,4950,5020
36,9873,4899,4974
37,10104,5017,5087
38,10728,5356,5372
39,10465,5220,5245
40,10237,5161,5076
41,10179,5120,5059
42,10299,5196,5103
43,10634,5373,5261
44,10664,5453,5211
45,10748,5363,5385
46,11079,5553,5526
47,11342,5712,5630
48,11842,5983,5859
49,12554,6297,6257
50,12110,5972,6138
51,12005,5960,6045
52,12228,6126,6102
53,11896,5973,5923
54,11866,5901,5965
55,12034,6106,5928
56,8738,4530,4208
57,11196,5802,5394
58,10547,5317,5230
59,9830,4956,4874
60,9101,4613,4488
61,8622,4346,4276
62,8248,4159,4089
63,7977,4016,3961
64,7586,3856,3730
65,7214,3597,3617
66,6808,3418,3390
67,6798,3424,3374
68,6478,3267,3211
69,6592,3309,3283
70,6862,3347,3515
71,6809,3233,3576
72,7392,3518,3874
73,8340,3957,4383
74,8309,3891,4418
75,8222,3743,4479
76,5652,2462,3190
77,4918,2165,2753
78,5898,2459,3439
79,6332,2647,3685
80,6028,2481,3547
81,6121,2402,3719
82,5449,2114,3335
83,4734,1810,2924
84,4400,1636,2764
85,4719,1737,2982
86,4482,1702,2780
87,4147,1488,2659
88,3451,1185,2266
89,3208,1091,2117
90,2843,920,1923
91,2302,732,1570
92,1887,582,1305
93,1499,376,1123
94,1209,302,907
95,963,232,731
96,706,168,538
97,543,132,411
98,318,59,259
99,254,43,211
100,138,23,115
101,102,13,89
102,62,6,56
103,41,6,35
104歳以上,44,3,41
不詳者,0,0,0
