年齢[歳],合 計[人],男性合計[人],女性合計[人]
総 数,740595,358277,382318
0,4830,2428,2402
1,5159,2724,2435
2,5159,2640,2519
3,5490,2822,2668
4,5366,2746,2620
5,5774,2961,2813
6,5718,2888,2830
7,5850,3002,2848
8,6125,3106,3019
9,5877,3002,2875
10,5965,3049,2916
11,5744,2976,2768
12,5954,3080,2874
13,6044,3076,2968
14,5939,3013,2926
15,6084,3188,2896
16,5965,3094,2871
17,5759,3000,2759
18,6257,3183,3074
19,6727,3350,3377
20,7308,3754,3554
21,7910,3875,4035
22,8781,4301,4480
23,9841,4699,5142
24,9991,4755,5236
25,10554,4961,5593
26,10646,5010,5636
27,10393,4924,5469
28,10591,5023,5568
29,10607,5102,5505
30,10040,4773,5267
31,10179,4903,5276
32,10064,4911,5153
33,9933,4783,5150
34,9830,4773,5057
35,9911,4868,5043
36,9973,4945,5028
37,9862,4917,4945
38,10310,5150,5160
39,10648,5273,5375
40,10331,5149,5182
41,10204,5180,5024
42,10123,5082,5041
43,10424,5302,5122
44,10581,5310,5271
45,10589,5348,5241
46,10769,5368,5401
47,11188,5679,5509
48,11458,5796,5662
49,12066,6047,6019
50,12436,6199,6237
51,12004,5952,6052
52,11923,5952,5971
53,12150,6097,6053
54,11851,5940,5911
55,11589,5739,5850
56,11584,5902,5682
57,9270,4784,4486
58,10815,5588,5227
59,10202,5154,5048
60,9681,4904,4777
61,8867,4460,4407
62,8361,4195,4166
63,8233,4132,4101
64,7930,3999,3931
65,7308,3690,3618
66,7121,3538,3583
67,6597,3315,3282
68,6693,3367,3326
69,6338,3185,3153
70,6586,3258,3328
71,6772,3248,3524
72,6923,3327,3596
73,7554,3532,4022
74,8169,3824,4345
75,8120,3771,4349
76,7904,3584,4320
77,4890,2065,2825
78,5035,2189,2846
79,6126,2513,3613
80,6043,2490,3553
81,5922,2361,3561
82,5815,2271,3544
83,5143,1975,3168
84,4417,1650,2767
85,4382,1592,2790
86,4338,1580,2758
87,4262,1555,2707
88,3699,1311,2388
89,3132,1044,2088
90,2902,941,1961
91,2456,750,1706
92,1989,592,1397
93,1582,459,1123
94,1237,293,944
95,982,234,748
96,767,185,582
97,542,118,424
98,409,92,317
99,235,38,197
100,166,21,145
101,97,16,81
102,57,6,51
103,52,6,46
104歳以上,46,5,41
不詳者,0,0,0
