年齢[歳],合 計[人],男性合計[人],女性合計[人]
総 数,739435,358946,380489
0,5519,2814,2705
1,5890,3001,2889
2,5830,2956,2874
3,6056,3062,2994
4,6042,3086,2956
5,5983,3028,2955
6,6036,3054,2982
7,5793,3014,2779
8,5681,2941,2740
9,6040,3059,2981
10,5828,2969,2859
11,5981,3082,2899
12,5892,3122,2770
13,5770,2967,2803
14,5659,2902,2757
15,5918,3039,2879
16,6041,3097,2944
17,6197,3155,3042
18,6607,3374,3233
19,7375,3702,3673
20,7611,3853,3758
21,8438,4189,4249
22,9050,4396,4654
23,10253,4847,5406
24,10436,4936,5500
25,10850,5108,5742
26,10130,4720,5410
27,10248,4853,5395
28,10225,4981,5244
29,9958,4800,5158
30,9966,4751,5215
31,10167,4946,5221
32,10124,4944,5180
33,10074,4978,5096
34,10295,5167,5128
35,10780,5373,5407
36,10636,5350,5286
37,10436,5243,5193
38,10337,5250,5087
39,10412,5265,5147
40,10744,5459,5285
41,10783,5531,5252
42,10859,5447,5412
43,11233,5624,5609
44,11475,5819,5656
45,11982,6074,5908
46,12689,6394,6295
47,12307,6088,6219
48,12168,6061,6107
49,12435,6251,6184
50,11981,6004,5977
51,12067,5989,6078
52,12316,6270,6046
53,8946,4665,4281
54,11471,5953,5518
55,10714,5437,5277
56,10040,5088,4952
57,9294,4744,4550
58,8806,4458,4348
59,8526,4321,4205
60,8215,4162,4053
61,7853,4019,3834
62,7395,3720,3675
63,7049,3589,3460
64,7032,3581,3451
65,6737,3444,3293
66,6855,3486,3369
67,7115,3514,3601
68,7143,3451,3692
69,7752,3752,4000
70,8781,4255,4526
71,8790,4226,4564
72,8727,4100,4627
73,6004,2673,3331
74,5242,2376,2866
75,6334,2733,3601
76,6847,2987,3860
77,6566,2817,3749
78,6764,2783,3981
79,6083,2484,3599
80,5318,2150,3168
81,4953,1953,3000
82,5415,2130,3285
83,5265,2119,3146
84,5112,1983,3129
85,4270,1591,2679
86,4174,1575,2599
87,3735,1317,2418
88,3183,1109,2074
89,2677,917,1760
90,2290,703,1587
91,1962,593,1369
92,1637,481,1156
93,1301,365,936
94,1049,287,762
95,660,163,497
96,545,111,434
97,369,74,295
98,295,45,250
99,206,25,181
100,130,16,114
101,89,18,71
102,41,10,31
103,29,3,26
104歳以上,46,5,41
不詳者,0,0,0
