年齢[歳],合 計[人],男性合計[人],女性合計[人]
総 数,740809,359139,381670
0,5145,2678,2467
1,5584,2841,2743
2,5691,2899,2792
3,5744,2913,2831
4,5977,3026,2951
5,5907,3007,2900
6,6095,3077,3018
7,5920,3005,2915
8,5877,3026,2851
9,5661,2912,2749
10,6032,3100,2932
11,5811,2943,2868
12,6007,3079,2928
13,6054,3209,2845
14,5871,3032,2839
15,5640,2927,2713
16,5866,2972,2894
17,6074,3105,2969
18,6517,3350,3167
19,7035,3570,3465
20,7697,3766,3931
21,8055,4054,4001
22,9303,4531,4772
23,10115,4766,5349
24,10316,4888,5428
25,10237,4834,5403
26,10714,5130,5584
27,10361,4859,5502
28,10328,4892,5436
29,10207,4937,5270
30,10010,4821,5189
31,9900,4794,5106
32,10110,4965,5145
33,10110,4945,5165
34,10102,4981,5121
35,10013,5006,5007
36,10750,5361,5389
37,10645,5302,5343
38,10480,5240,5240
39,10310,5265,5045
40,10278,5116,5162
41,10682,5470,5212
42,10617,5400,5217
43,10927,5464,5463
44,11041,5580,5461
45,11333,5704,5629
46,11803,5993,5810
47,12381,6212,6169
48,12326,6087,6239
49,12243,6102,6141
50,12091,6056,6035
51,12024,6058,5966
52,12125,6078,6047
53,11813,5950,5863
54,10322,5243,5079
55,10575,5504,5071
56,10795,5518,5277
57,10006,5054,4952
58,9499,4816,4683
59,8970,4570,4400
60,8408,4224,4184
61,8247,4213,4034
62,7855,3952,3903
63,7513,3815,3698
64,7138,3597,3541
65,6851,3490,3361
66,6762,3431,3331
67,6550,3347,3203
68,6987,3454,3533
69,7001,3384,3617
70,7412,3569,3843
71,8273,4013,4260
72,8370,3977,4393
73,8914,4182,4732
74,7140,3214,3926
75,4754,2081,2673
76,5617,2439,3178
77,6734,2882,3852
78,6298,2676,3622
79,6578,2708,3870
80,5984,2405,3579
81,5367,2130,3237
82,4639,1796,2843
83,5165,1997,3168
84,4922,1911,3011
85,4827,1823,3004
86,4265,1609,2656
87,3749,1334,2415
88,3579,1249,2330
89,2973,984,1989
90,2482,843,1639
91,2133,643,1490
92,1775,486,1289
93,1409,394,1015
94,1163,318,845
95,892,233,659
96,596,133,463
97,431,94,337
98,321,45,276
99,230,31,199
100,140,17,123
101,111,13,98
102,62,8,54
103,24,5,19
104歳以上,46,7,39
不詳者,0,0,0
