年齢[歳],合 計[人],男性合計[人],女性合計[人]
総 数,739371,357907,381464
0,5024,2616,2408
1,5241,2715,2526
2,5519,2804,2715
3,5422,2750,2672
4,5804,2994,2810
5,5845,2920,2925
6,5819,3002,2817
7,6172,3106,3066
8,5850,2972,2878
9,5919,3017,2902
10,5709,2961,2748
11,6005,3090,2915
12,5961,3029,2932
13,5880,2984,2896
14,6085,3237,2848
15,5923,3067,2856
16,5726,2976,2750
17,5869,2998,2871
18,6267,3147,3120
19,6849,3568,3281
20,7415,3691,3724
21,7884,3860,4024
22,8890,4306,4584
23,9609,4580,5029
24,10266,4897,5369
25,10481,4931,5550
26,10336,4894,5442
27,10518,4993,5525
28,10471,4983,5488
29,10078,4743,5335
30,10216,4916,5300
31,9989,4837,5152
32,9916,4781,5135
33,9933,4845,5088
34,9891,4869,5022
35,10053,4966,5087
36,9926,4961,4965
37,10381,5193,5188
38,10625,5242,5383
39,10499,5259,5240
40,10241,5193,5048
41,10176,5128,5048
42,10483,5291,5192
43,10553,5339,5214
44,10668,5414,5254
45,10843,5410,5433
46,11237,5702,5535
47,11529,5820,5709
48,12185,6081,6104
49,12418,6188,6230
50,12093,5963,6130
51,11983,6014,5969
52,12121,6072,6049
53,11954,6000,5954
54,11766,5840,5926
55,11349,5773,5576
56,9641,5013,4628
57,10847,5593,5254
58,10223,5120,5103
59,9698,4936,4762
60,8882,4490,4392
61,8441,4275,4166
62,8260,4150,4110
63,8013,4024,3989
64,7391,3762,3629
65,7167,3582,3585
66,6731,3418,3313
67,6753,3388,3365
68,6387,3259,3128
69,6787,3356,3431
70,6780,3273,3507
71,7155,3439,3716
72,7793,3698,4095
73,8309,3922,4387
74,8338,3882,4456
75,7943,3626,4317
76,4873,2089,2784
77,5235,2284,2951
78,6360,2652,3708
79,6161,2604,3557
80,6161,2483,3678
81,5967,2363,3604
82,5359,2082,3277
83,4586,1753,2833
84,4736,1789,2947
85,4560,1693,2867
86,4584,1711,2873
87,3998,1452,2546
88,3426,1189,2237
89,3251,1084,2167
90,2734,894,1840
91,2255,722,1533
92,1904,564,1340
93,1457,376,1081
94,1210,307,903
95,968,245,723
96,713,163,550
97,507,124,383
98,323,59,264
99,245,41,204
100,149,25,124
101,89,10,79
102,74,8,66
103,36,3,33
104歳以上,46,4,42
不詳者,0,0,0
