年齢[歳],合 計[人],男性合計[人],女性合計[人]
総 数,739452,357933,381519
0,5033,2650,2383
1,5178,2663,2515
2,5526,2831,2695
3,5438,2766,2672
4,5793,2962,2831
5,5793,2905,2888
6,5859,3004,2855
7,6118,3089,3029
8,5876,2998,2878
9,5958,3032,2926
10,5731,2955,2776
11,5922,3075,2847
12,5980,3039,2941
13,5902,2993,2909
14,6068,3200,2868
15,5928,3063,2865
16,5722,2987,2735
17,5906,3024,2882
18,6262,3141,3121
19,6789,3525,3264
20,7447,3700,3747
21,7915,3908,4007
22,8821,4248,4573
23,9625,4587,5038
24,10275,4876,5399
25,10480,4975,5505
26,10310,4861,5449
27,10525,4961,5564
28,10513,5002,5511
29,10089,4793,5296
30,10167,4852,5315
31,10095,4904,5191
32,9937,4802,5135
33,9854,4769,5085
34,9911,4882,5029
35,10010,4958,5052
36,9895,4955,4940
37,10353,5181,5172
38,10681,5273,5408
39,10426,5210,5216
40,10246,5195,5051
41,10175,5123,5052
42,10436,5314,5122
43,10603,5319,5284
44,10663,5415,5248
45,10771,5379,5392
46,11234,5702,5532
47,11467,5791,5676
48,12111,6064,6047
49,12486,6218,6268
50,12051,5955,6096
51,12027,6007,6020
52,12177,6112,6065
53,11910,5966,5944
54,11662,5800,5862
55,11668,5935,5733
56,9326,4809,4517
57,10953,5662,5291
58,10296,5214,5082
59,9763,4950,4813
60,8946,4520,4426
61,8462,4263,4199
62,8312,4179,4133
63,8007,4032,3975
64,7414,3772,3642
65,7204,3604,3600
66,6692,3380,3312
67,6786,3430,3356
68,6425,3263,3162
69,6682,3316,3366
70,6873,3322,3551
71,7045,3390,3655
72,7693,3630,4063
73,8300,3914,4386
74,8275,3887,4388
75,8082,3692,4390
76,4994,2133,2861
77,5178,2274,2904
78,6294,2626,3668
79,6200,2599,3601
80,6117,2489,3628
81,6026,2383,3643
82,5400,2100,3300
83,4609,1757,2852
84,4635,1736,2899
85,4611,1706,2905
86,4567,1702,2865
87,4046,1477,2569
88,3418,1179,2239
89,3247,1092,2155
90,2752,884,1868
91,2284,720,1564
92,1920,592,1328
93,1458,370,1088
94,1197,303,894
95,989,252,737
96,703,165,538
97,512,123,389
98,325,60,265
99,252,40,212
100,142,24,118
101,89,9,80
102,71,7,64
103,35,3,32
104歳以上,47,5,42
不詳者,0,0,0
