年齢[歳],合 計[人],男性合計[人],女性合計[人]
総 数,739246,358568,380678
0,5129,2632,2497
1,5578,2837,2741
2,5796,2958,2838
3,5717,2886,2831
4,6037,3071,2966
5,5993,3064,2929
6,6037,3037,3000
7,5951,3019,2932
8,5778,3002,2776
9,5703,2963,2740
10,6033,3048,2985
11,5872,2980,2892
12,5975,3083,2892
13,6011,3168,2843
14,5816,3032,2784
15,5648,2897,2751
16,5913,3038,2875
17,6097,3127,2970
18,6195,3147,3048
19,7057,3580,3477
20,7508,3706,3802
21,8086,4059,4027
22,8615,4232,4383
23,10028,4752,5276
24,10294,4865,5429
25,10327,4891,5436
26,10773,5134,5639
27,10283,4800,5483
28,10206,4871,5335
29,10215,4959,5256
30,10015,4816,5199
31,9885,4781,5104
32,10057,4914,5143
33,10157,4976,5181
34,10023,4959,5064
35,10048,5072,4976
36,10832,5330,5502
37,10685,5370,5315
38,10393,5208,5185
39,10356,5270,5086
40,10217,5141,5076
41,10731,5436,5295
42,10744,5520,5224
43,10903,5425,5478
44,11124,5632,5492
45,11436,5789,5647
46,11844,6013,5831
47,12551,6300,6251
48,12284,6068,6216
49,12180,6078,6102
50,12213,6110,6103
51,12012,6052,5960
52,12018,6031,5987
53,11986,6010,5976
54,9591,4920,4671
55,11111,5791,5320
56,10728,5470,5258
57,9947,5016,4931
58,9351,4733,4618
59,8895,4523,4372
60,8420,4297,4123
61,8145,4108,4037
62,7789,3932,3857
63,7448,3786,3662
64,7095,3559,3536
65,6901,3524,3377
66,6661,3394,3267
67,6716,3404,3312
68,6991,3445,3546
69,6980,3374,3606
70,7542,3611,3931
71,8459,4122,4337
72,8408,3995,4413
73,8805,4119,4686
74,6526,2928,3598
75,4962,2210,2752
76,5885,2520,3365
77,6693,2895,3798
78,6315,2670,3645
79,6574,2665,3909
80,5942,2383,3559
81,5222,2078,3144
82,4728,1809,2919
83,5216,2055,3161
84,4936,1934,3002
85,4836,1813,3023
86,4165,1563,2602
87,3803,1370,2433
88,3538,1222,2316
89,2906,991,1915
90,2482,834,1648
91,2094,628,1466
92,1713,480,1233
93,1425,378,1047
94,1159,313,846
95,855,223,632
96,587,136,451
97,416,82,334
98,314,51,263
99,221,25,196
100,158,20,138
101,105,12,93
102,56,8,48
103,22,5,17
104歳以上,44,5,39
不詳者,0,0,0
