年齢[歳],合 計[人],男性合計[人],女性合計[人]
総 数,738104,358474,379630
0,5525,2812,2713
1,5883,3012,2871
2,5924,2974,2950
3,5886,3019,2867
4,6203,3128,3075
5,5879,2958,2921
6,5932,3036,2896
7,5697,2962,2735
8,5951,3039,2912
9,5901,2990,2911
10,5853,2964,2889
11,5980,3178,2802
12,5843,3036,2807
13,5690,2949,2741
14,5752,2941,2811
15,5885,2999,2886
16,6139,3177,2962
17,6225,3158,3067
18,6810,3443,3367
19,7406,3743,3663
20,7767,3887,3880
21,8317,4118,4199
22,9393,4547,4846
23,10253,4907,5346
24,10507,4984,5523
25,10606,5001,5605
26,10119,4713,5406
27,10221,4929,5292
28,9959,4797,5162
29,9981,4822,5159
30,9921,4806,5115
31,10053,4869,5184
32,10208,5000,5208
33,10012,4945,5067
34,10493,5283,5210
35,10699,5345,5354
36,10542,5266,5276
37,10375,5241,5134
38,10293,5209,5084
39,10645,5436,5209
40,10577,5373,5204
41,10800,5460,5340
42,10925,5493,5432
43,11364,5754,5610
44,11665,5915,5750
45,12279,6183,6096
46,12586,6313,6273
47,12279,6075,6204
48,12166,6138,6028
49,12288,6135,6153
50,12064,6066,5998
51,11987,5948,6039
52,11598,5920,5678
53,9865,5128,4737
54,11048,5760,5288
55,10416,5230,5186
56,9896,5075,4821
57,9044,4592,4452
58,8639,4382,4257
59,8511,4306,4205
60,8282,4187,4095
61,7632,3918,3714
62,7367,3707,3660
63,6976,3585,3391
64,6987,3530,3457
65,6667,3463,3204
66,7012,3506,3506
67,7036,3473,3563
68,7487,3637,3850
69,8176,3960,4216
70,8745,4221,4524
71,8804,4200,4604
72,8414,3942,4472
73,5171,2282,2889
74,5578,2513,3065
75,6880,2984,3896
76,6643,2905,3738
77,6711,2821,3890
78,6627,2761,3866
79,5917,2414,3503
80,5154,2102,3052
81,5295,2097,3198
82,5281,2089,3192
83,5457,2159,3298
84,4843,1900,2943
85,4316,1625,2691
86,4188,1533,2655
87,3572,1275,2297
88,3091,1072,2019
89,2689,893,1796
90,2213,685,1528
91,1988,627,1361
92,1626,475,1151
93,1271,352,919
94,933,263,670
95,650,150,500
96,529,105,424
97,383,72,311
98,262,45,217
99,196,23,173
100,134,17,117
101,70,21,49
102,50,10,40
103,30,3,27
104歳以上,46,3,43
不詳者,0,0,0
