年齢[歳],合 計[人],男性合計[人],女性合計[人]
総 数,740800,359137,381663
0,5147,2673,2474
1,5649,2865,2784
2,5617,2853,2764
3,5782,2968,2814
4,5873,2961,2912
5,5923,3017,2906
6,6112,3089,3023
7,5929,2991,2938
8,5882,3020,2862
9,5678,2943,2735
10,6042,3105,2937
11,5838,2948,2890
12,5956,3038,2918
13,6059,3241,2818
14,5877,3014,2863
15,5666,2965,2701
16,5901,2981,2920
17,5947,3044,2903
18,6520,3380,3140
19,6975,3530,3445
20,7662,3768,3894
21,8004,4004,4000
22,9088,4420,4668
23,9980,4728,5252
24,10368,4937,5431
25,10281,4839,5442
26,10605,5089,5516
27,10406,4944,5462
28,10314,4809,5505
29,10242,4959,5283
30,10045,4807,5238
31,9910,4801,5109
32,10072,4913,5159
33,10087,4946,5141
34,10070,4985,5085
35,10061,5014,5047
36,10650,5322,5328
37,10629,5282,5347
38,10624,5317,5307
39,10188,5169,5019
40,10334,5170,5164
41,10596,5410,5186
42,10570,5329,5241
43,10898,5512,5386
44,10952,5513,5439
45,11375,5751,5624
46,11722,5950,5772
47,12284,6153,6131
48,12436,6147,6289
49,12174,6068,6106
50,12005,6024,5981
51,12172,6093,6079
52,12095,6095,6000
53,11765,5855,5910
54,10924,5577,5347
55,10203,5268,4935
56,10824,5594,5230
57,10187,5138,5049
58,9678,4907,4771
59,8861,4489,4372
60,8522,4301,4221
61,8313,4246,4067
62,7919,3994,3925
63,7516,3828,3688
64,7187,3586,3601
65,6862,3501,3361
66,6819,3470,3349
67,6512,3322,3190
68,6983,3457,3526
69,6901,3351,3550
70,7324,3517,3807
71,8089,3916,4173
72,8445,4018,4427
73,8720,4073,4647
74,7671,3509,4162
75,4816,2097,2719
76,5505,2428,3077
77,6731,2853,3878
78,6227,2647,3580
79,6480,2675,3805
80,6086,2442,3644
81,5447,2169,3278
82,4718,1858,2860
83,5060,1937,3123
84,4851,1869,2982
85,4893,1858,3035
86,4255,1590,2665
87,3778,1364,2414
88,3600,1250,2350
89,2966,988,1978
90,2512,853,1659
91,2167,644,1523
92,1769,502,1267
93,1418,399,1019
94,1169,313,856
95,897,228,669
96,607,142,465
97,425,95,330
98,318,42,276
99,230,36,194
100,138,16,122
101,111,12,99
102,62,8,54
103,19,3,16
104歳以上,48,8,40
不詳者,0,0,0
