年齢[歳],合 計[人],男性合計[人],女性合計[人]
総 数,742622,360241,382381
0,5469,2787,2682
1,5759,2932,2827
2,5878,2972,2906
3,5999,3043,2956
4,6001,3061,2940
5,6115,3074,3041
6,5941,3011,2930
7,5877,3038,2839
8,5699,2920,2779
9,6025,3124,2901
10,5847,2950,2897
11,5932,3013,2919
12,6056,3215,2841
13,5890,3035,2855
14,5596,2917,2679
15,5853,2957,2896
16,6052,3107,2945
17,6112,3138,2974
18,6686,3400,3286
19,7265,3593,3672
20,7969,4046,3923
21,8347,4116,4231
22,9694,4643,5051
23,10432,4950,5482
24,10472,4960,5512
25,10686,5091,5595
26,10481,4898,5583
27,10374,4838,5536
28,10318,5026,5292
29,10127,4866,5261
30,9982,4828,5154
31,10100,4919,5181
32,10195,4942,5253
33,10152,5001,5151
34,10164,5077,5087
35,10655,5289,5366
36,10717,5364,5353
37,10636,5322,5314
38,10350,5287,5063
39,10399,5188,5211
40,10644,5452,5192
41,10642,5430,5212
42,10998,5508,5490
43,10962,5501,5461
44,11427,5812,5615
45,11867,6028,5839
46,12392,6246,6146
47,12495,6179,6316
48,12218,6092,6126
49,12131,6097,6034
50,12156,6062,6094
51,12157,6128,6029
52,11883,5944,5939
53,10701,5461,5240
54,10466,5449,5017
55,10886,5600,5286
56,10145,5127,5018
57,9682,4927,4755
58,8962,4557,4405
59,8533,4305,4228
60,8369,4257,4112
61,7992,4039,3953
62,7617,3918,3699
63,7221,3617,3604
64,6893,3536,3357
65,6887,3508,3379
66,6648,3399,3249
67,7030,3497,3533
68,7036,3421,3615
69,7451,3609,3842
70,8342,4063,4279
71,8555,4091,4464
72,8986,4243,4743
73,7586,3493,4093
74,4834,2121,2713
75,5677,2524,3153
76,6878,2955,3923
77,6421,2765,3656
78,6710,2807,3903
79,6243,2551,3692
80,5603,2245,3358
81,4857,1935,2922
82,5292,2069,3223
83,5134,2025,3109
84,5149,2004,3145
85,4517,1724,2793
86,4068,1495,2573
87,3892,1393,2499
88,3266,1121,2145
89,2726,959,1767
90,2392,744,1648
91,2004,588,1416
92,1688,496,1192
93,1372,388,984
94,1070,286,784
95,761,190,571
96,538,120,418
97,413,71,342
98,296,50,246
99,201,28,173
100,147,18,129
101,89,11,78
102,44,12,32
103,33,7,26
104歳以上,45,5,40
不詳者,0,0,0
