年齢[歳],合 計[人],男性合計[人],女性合計[人]
総 数,741257,358529,382728
0,4973,2521,2452
1,5112,2663,2449
2,5371,2772,2599
3,5184,2677,2507
4,5426,2761,2665
5,5660,2906,2754
6,5636,2827,2809
7,5951,3055,2896
8,5978,3066,2912
9,5999,3038,2961
10,5950,3028,2922
11,5806,3016,2790
12,5726,2990,2736
13,6122,3098,3024
14,5952,3020,2932
15,6016,3091,2925
16,6096,3210,2886
17,5898,3086,2812
18,5893,3008,2885
19,6782,3423,3359
20,7085,3573,3512
21,7781,3926,3855
22,8411,4095,4316
23,9682,4613,5069
24,10129,4872,5257
25,10572,5013,5559
26,10727,4995,5732
27,10613,4995,5618
28,10449,4994,5455
29,10812,5200,5612
30,10226,4853,5373
31,10115,4867,5248
32,10215,4938,5277
33,9913,4789,5124
34,9887,4799,5088
35,10082,4977,5105
36,10076,4995,5081
37,9900,4889,5011
38,9943,4934,5009
39,10697,5309,5388
40,10405,5198,5207
41,10298,5214,5084
42,10222,5158,5064
43,10151,5105,5046
44,10604,5365,5239
45,10595,5396,5199
46,10758,5315,5443
47,10992,5540,5452
48,11275,5692,5583
49,11712,5929,5783
50,12463,6257,6206
51,12101,5950,6151
52,12058,5997,6061
53,11954,5989,5965
54,11855,5975,5880
55,11874,5931,5943
56,11733,5874,5859
57,9353,4778,4575
58,10795,5640,5155
59,10456,5300,5156
60,9701,4869,4832
61,9123,4580,4543
62,8628,4348,4280
63,8174,4144,4030
64,7946,3983,3963
65,7499,3768,3731
66,7222,3617,3605
67,6823,3375,3448
68,6631,3336,3295
69,6379,3196,3183
70,6429,3202,3227
71,6689,3246,3443
72,6643,3142,3501
73,7145,3365,3780
74,8022,3785,4237
75,7915,3657,4258
76,8286,3751,4535
77,6111,2676,3435
78,4627,1988,2639
79,5428,2234,3194
80,6181,2552,3629
81,5755,2337,3418
82,5936,2281,3655
83,5278,2007,3271
84,4577,1720,2857
85,4155,1491,2664
86,4470,1651,2819
87,4088,1472,2616
88,3878,1345,2533
89,3260,1109,2151
90,2810,910,1900
91,2590,789,1801
92,2028,600,1428
93,1612,467,1145
94,1285,326,959
95,1001,220,781
96,786,175,611
97,581,144,437
98,388,80,308
99,262,47,215
100,154,24,130
101,100,15,85
102,68,9,59
103,39,6,33
104歳以上,54,5,49
不詳者,0,0,0
