年齢[歳],合 計[人],男性合計[人],女性合計[人]
総 数,741588,359633,381955
0,5566,2834,2732
1,5860,2988,2872
2,5813,2954,2859
3,6029,3032,2997
4,5965,3060,2905
5,6112,3063,3049
6,5942,3016,2926
7,5824,3032,2792
8,5673,2940,2733
9,6032,3066,2966
10,5822,2945,2877
11,5978,3077,2901
12,5959,3134,2825
13,5854,3032,2822
14,5623,2895,2728
15,5873,3009,2864
16,6107,3126,2981
17,6079,3087,2992
18,6702,3424,3278
19,7227,3542,3685
20,7978,4035,3943
21,8370,4139,4231
22,9809,4685,5124
23,10410,4918,5492
24,10391,4958,5433
25,10780,5081,5699
26,10318,4791,5527
27,10383,4918,5465
28,10226,4948,5278
29,10107,4831,5276
30,9972,4801,5171
31,10128,4945,5183
32,10068,4890,5178
33,10132,4948,5184
34,10188,5132,5056
35,10829,5397,5432
36,10627,5313,5314
37,10502,5240,5262
38,10397,5304,5093
39,10317,5167,5150
40,10748,5518,5230
41,10731,5486,5245
42,10933,5475,5458
43,11069,5565,5504
44,11403,5753,5650
45,11887,6046,5841
46,12511,6296,6215
47,12402,6131,6271
48,12277,6115,6162
49,12160,6081,6079
50,12045,6071,5974
51,12178,6088,6090
52,11870,5967,5903
53,10079,5168,4911
54,10914,5685,5229
55,10839,5576,5263
56,10004,5051,4953
57,9508,4809,4699
58,8958,4572,4386
59,8521,4326,4195
60,8274,4218,4056
61,7885,3984,3901
62,7564,3871,3693
63,7195,3589,3606
64,6928,3562,3366
65,6728,3428,3300
66,6747,3448,3299
67,7059,3498,3561
68,7053,3416,3637
69,7607,3664,3943
70,8457,4136,4321
71,8518,4083,4435
72,9117,4308,4809
73,6918,3138,3780
74,4963,2209,2754
75,5889,2565,3324
76,6852,2980,3872
77,6484,2810,3674
78,6736,2776,3960
79,6176,2511,3665
80,5499,2234,3265
81,4879,1916,2963
82,5352,2119,3233
83,5200,2068,3132
84,5116,1969,3147
85,4480,1725,2755
86,4072,1500,2572
87,3869,1371,2498
88,3249,1121,2128
89,2697,956,1741
90,2395,735,1660
91,1965,576,1389
92,1701,498,1203
93,1362,389,973
94,1043,276,767
95,748,194,554
96,535,113,422
97,406,70,336
98,296,47,249
99,209,31,178
100,141,17,124
101,92,13,79
102,47,14,33
103,28,6,22
104歳以上,48,5,43
不詳者,0,0,0
