年齢[歳],合 計[人],男性合計[人],女性合計[人]
総 数,738358,357736,380622
0,5144,2639,2505
1,5428,2791,2637
2,5490,2802,2688
3,5740,2937,2803
4,5708,2884,2824
5,5994,3044,2950
6,5989,3042,2947
7,5950,3042,2908
8,6026,3046,2980
9,5791,2979,2812
10,5697,2965,2732
11,6074,3071,3003
12,5842,2982,2860
13,6036,3123,2913
14,5946,3160,2786
15,5822,3003,2819
16,5725,2934,2791
17,5964,3054,2910
18,6212,3189,3023
19,6766,3463,3303
20,7230,3616,3614
21,7907,3900,4007
22,8273,4092,4181
23,9869,4731,5138
24,10139,4798,5341
25,10246,4845,5401
26,10330,4906,5424
27,10649,5068,5581
28,10159,4804,5355
29,10186,4816,5370
30,10217,4937,5280
31,9819,4717,5102
32,9944,4781,5163
33,10064,4899,5165
34,9994,4947,5047
35,9967,4958,5009
36,10165,5036,5129
37,10747,5379,5368
38,10551,5265,5286
39,10308,5181,5127
40,10238,5160,5078
41,10316,5189,5127
42,10677,5401,5276
43,10744,5509,5235
44,10801,5416,5385
45,11141,5590,5551
46,11392,5746,5646
47,11892,6016,5876
48,12619,6322,6297
49,12170,5999,6171
50,12047,5997,6050
51,12313,6164,6149
52,11939,6001,5938
53,11911,5922,5989
54,12141,6157,5984
55,8790,4567,4223
56,11314,5860,5454
57,10645,5379,5266
58,9890,4987,4903
59,9181,4671,4510
60,8682,4378,4304
61,8323,4214,4109
62,8069,4064,4005
63,7677,3914,3763
64,7264,3640,3624
65,6906,3483,3423
66,6888,3493,3395
67,6601,3347,3254
68,6668,3357,3311
69,6965,3416,3549
70,6946,3328,3618
71,7518,3600,3918
72,8471,4054,4417
73,8487,4013,4474
74,8417,3872,4545
75,5769,2534,3235
76,5036,2246,2790
77,6055,2563,3492
78,6511,2768,3743
79,6234,2600,3634
80,6377,2553,3824
81,5697,2258,3439
82,4960,1953,3007
83,4610,1746,2864
84,4985,1897,3088
85,4768,1851,2917
86,4486,1656,2830
87,3747,1334,2413
88,3578,1265,2313
89,3143,1050,2093
90,2612,854,1758
91,2205,718,1487
92,1778,489,1289
93,1464,389,1075
94,1192,315,877
95,912,227,685
96,699,182,517
97,430,90,340
98,343,59,284
99,208,32,176
100,163,22,141
101,97,9,88
102,69,11,58
103,34,5,29
104歳以上,45,8,37
不詳者,0,0,0
