年齢[歳],合 計[人],男性合計[人],女性合計[人]
総 数,739193,357752,381441
0,5024,2649,2375
1,5229,2671,2558
2,5445,2800,2645
3,5426,2775,2651
4,5762,2924,2838
5,5716,2895,2821
6,6014,3040,2974
7,5958,3040,2918
8,5951,3034,2917
9,5959,3028,2931
10,5801,2993,2808
11,5808,3013,2795
12,6052,3069,2983
13,5845,2978,2867
14,6098,3164,2934
15,5943,3149,2794
16,5801,2996,2805
17,5798,2950,2848
18,6240,3190,3050
19,6757,3461,3296
20,7292,3666,3626
21,7879,3898,3981
22,8678,4182,4496
23,9628,4571,5057
24,10254,4895,5359
25,10453,4902,5551
26,10361,4903,5458
27,10429,4923,5506
28,10687,5087,5600
29,10032,4776,5256
30,10112,4853,5259
31,10195,4907,5288
32,9883,4748,5135
33,9860,4793,5067
34,9907,4860,5047
35,9998,4965,5033
36,9888,4938,4950
37,10198,5068,5130
38,10716,5345,5371
39,10446,5189,5257
40,10204,5148,5056
41,10208,5143,5065
42,10305,5222,5083
43,10660,5379,5281
44,10672,5459,5213
45,10772,5378,5394
46,11136,5574,5562
47,11384,5757,5627
48,11922,5999,5923
49,12572,6301,6271
50,12051,5963,6088
51,12056,5996,6060
52,12180,6128,6052
53,11839,5904,5935
54,11840,5907,5933
55,11979,6062,5917
56,8809,4572,4237
57,11176,5792,5384
58,10475,5310,5165
59,9785,4915,4870
60,9086,4612,4474
61,8517,4282,4235
62,8310,4197,4113
63,7953,3999,3954
64,7551,3836,3715
65,7210,3613,3597
66,6752,3391,3361
67,6802,3404,3398
68,6502,3280,3222
69,6580,3332,3248
70,6875,3310,3565
71,6854,3278,3576
72,7429,3543,3886
73,8353,3948,4405
74,8303,3867,4436
75,8198,3752,4446
76,5412,2344,3068
77,5015,2216,2799
78,6005,2499,3506
79,6316,2637,3679
80,6020,2472,3548
81,6142,2413,3729
82,5439,2108,3331
83,4677,1792,2885
84,4484,1666,2818
85,4665,1731,2934
86,4493,1692,2801
87,4146,1478,2668
88,3416,1184,2232
89,3216,1101,2115
90,2847,909,1938
91,2289,725,1564
92,1896,576,1320
93,1495,381,1114
94,1195,304,891
95,998,234,764
96,701,167,534
97,536,131,405
98,325,60,265
99,248,39,209
100,143,24,119
101,99,14,85
102,64,4,60
103,40,6,34
104歳以上,48,4,44
不詳者,0,0,0
