年齢[歳],合 計[人],男性合計[人],女性合計[人]
総 数,741540,358739,382801
0,4886,2474,2412
1,5192,2727,2465
2,5264,2694,2570
3,5378,2775,2603
4,5361,2739,2622
5,5706,2902,2804
6,5690,2889,2801
7,5946,3045,2901
8,5978,3054,2924
9,5953,3047,2906
10,6021,3046,2975
11,5817,3019,2798
12,5727,2984,2743
13,6165,3131,3034
14,5894,2998,2896
15,6082,3125,2957
16,6017,3193,2824
17,5867,3025,2842
18,6002,3067,2935
19,6802,3413,3389
20,7140,3624,3516
21,7866,3939,3927
22,8472,4128,4344
23,9803,4696,5107
24,9977,4752,5225
25,10652,5055,5597
26,10668,4964,5704
27,10543,4990,5553
28,10478,5013,5465
29,10833,5188,5645
30,10049,4798,5251
31,10184,4888,5296
32,10243,4957,5286
33,9876,4784,5092
34,9941,4813,5128
35,10016,4913,5103
36,10024,4986,5038
37,9857,4886,4971
38,10113,4996,5117
39,10698,5350,5348
40,10443,5232,5211
41,10213,5155,5058
42,10161,5105,5056
43,10303,5191,5112
44,10632,5380,5252
45,10605,5401,5204
46,10732,5342,5390
47,11116,5564,5552
48,11310,5711,5599
49,11840,5977,5863
50,12522,6292,6230
51,12070,5962,6108
52,11924,5924,6000
53,12180,6110,6070
54,11804,5905,5899
55,11809,5860,5949
56,11963,6075,5888
57,8654,4478,4176
58,11095,5754,5341
59,10456,5252,5204
60,9722,4888,4834
61,9021,4566,4455
62,8518,4261,4257
63,8181,4129,4052
64,7931,3993,3938
65,7466,3789,3677
66,7138,3537,3601
67,6717,3363,3354
68,6710,3363,3347
69,6400,3203,3197
70,6491,3241,3250
71,6747,3263,3484
72,6723,3179,3544
73,7250,3430,3820
74,8204,3841,4363
75,8128,3778,4350
76,8070,3639,4431
77,5540,2388,3152
78,4778,2075,2703
79,5726,2347,3379
80,6164,2539,3625
81,5847,2359,3488
82,5916,2281,3635
83,5207,1992,3215
84,4545,1706,2839
85,4182,1514,2668
86,4421,1586,2835
87,4182,1551,2631
88,3832,1348,2484
89,3153,1039,2114
90,2857,938,1919
91,2538,786,1752
92,1978,583,1395
93,1595,467,1128
94,1265,307,958
95,986,225,761
96,770,182,588
97,558,132,426
98,410,93,317
99,239,40,199
100,175,25,150
101,85,14,71
102,66,11,55
103,45,4,41
104歳以上,50,7,43
不詳者,0,0,0
