年齢[歳],合 計[人],男性合計[人],女性合計[人]
総 数,739454,357924,381530
0,5037,2663,2374
1,5211,2649,2562
2,5466,2810,2656
3,5453,2783,2670
4,5780,2954,2826
5,5767,2919,2848
6,5917,2997,2920
7,6048,3066,2982
8,5927,3035,2892
9,5950,3025,2925
10,5771,2975,2796
11,5860,3044,2816
12,6010,3056,2954
13,5882,2970,2912
14,6084,3187,2897
15,5917,3112,2805
16,5792,2996,2796
17,5804,2957,2847
18,6283,3196,3087
19,6810,3512,3298
20,7375,3684,3691
21,7911,3922,3989
22,8751,4201,4550
23,9628,4595,5033
24,10272,4874,5398
25,10429,4930,5499
26,10346,4854,5492
27,10491,4962,5529
28,10583,5056,5527
29,9999,4751,5248
30,10144,4870,5274
31,10188,4913,5275
32,9933,4773,5160
33,9871,4787,5084
34,9916,4871,5045
35,10010,4981,5029
36,9883,4936,4947
37,10324,5108,5216
38,10657,5313,5344
39,10419,5213,5206
40,10239,5153,5086
41,10221,5164,5057
42,10326,5262,5064
43,10689,5375,5314
44,10648,5421,5227
45,10752,5401,5351
46,11173,5583,5590
47,11416,5789,5627
48,12042,6044,5998
49,12488,6254,6234
50,12076,5970,6106
51,12033,6005,6028
52,12194,6137,6057
53,11933,5932,6001
54,11657,5803,5854
55,11876,6032,5844
56,9029,4690,4339
57,11118,5745,5373
58,10322,5234,5088
59,9794,4914,4880
60,9035,4572,4463
61,8490,4288,4202
62,8308,4184,4124
63,8019,4049,3970
64,7449,3770,3679
65,7225,3620,3605
66,6718,3394,3324
67,6805,3404,3401
68,6437,3280,3157
69,6626,3312,3314
70,6908,3321,3587
71,6913,3326,3587
72,7590,3621,3969
73,8352,3934,4418
74,8217,3837,4380
75,8196,3760,4436
76,5175,2200,2975
77,5077,2241,2836
78,6188,2583,3605
79,6225,2604,3621
80,6133,2508,3625
81,6070,2395,3675
82,5420,2111,3309
83,4640,1771,2869
84,4543,1681,2862
85,4646,1722,2924
86,4518,1703,2815
87,4100,1476,2624
88,3405,1177,2228
89,3262,1114,2148
90,2780,881,1899
91,2298,738,1560
92,1907,576,1331
93,1471,374,1097
94,1187,299,888
95,1010,248,762
96,695,167,528
97,518,130,388
98,329,55,274
99,255,43,212
100,147,21,126
101,95,12,83
102,61,5,56
103,38,5,33
104歳以上,48,4,44
不詳者,0,0,0
