,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,合計,,,ブイ・ドルフィン,,,芝浦,,,,,,,,,日の出,,,品種,,,,,,
,,,,,ドルフィン,,,合計,,,芝浦ふ頭,,,芝浦物揚場,,,日の出ふ頭,,,,,,,,,
,,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,,,,,,,
合計,,"40,663,990","15,791,781","24,872,209","69,766","69,766",-,"949,411","78,886","870,525","865,194","19,204","845,990","84,217","59,682","24,535","42,585",-,"42,585",合計,,,,,,
農水産品,,"346,335","165,668","180,667",-,-,-,185,185,-,-,-,-,185,185,-,-,-,-,農水産品,,,,,,
1,麦,"92,057","10,336","81,721",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,"19,444","11,574","7,870",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,830,815,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,"14,004","9,249","4,755",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,"1,360",695,665,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,"123,392","72,622","50,770",-,-,-,185,185,-,-,-,-,185,185,-,-,-,-,6,野菜・果物,,,,,
7,綿花,150,150,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,"17,734","12,767","4,967",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,その他農産品,,,,,
9,羊毛,22,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,"26,412","21,167","5,245",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,その他畜産品,,,,,
11,水産品,"50,930","26,271","24,659",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,水産品,,,,,
林産品,,"78,493","49,783","28,710",-,-,-,"12,316","9,985","2,331",-,-,-,"12,316","9,985","2,331",-,-,-,林産品,,,,,,
12,原木,40,-,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,"54,875","37,687","17,188",-,-,-,"11,856","9,985","1,871",-,-,-,"11,856","9,985","1,871",-,-,-,13,製材,,,,,
14,樹脂類,"17,196","8,080","9,116",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,870,-,870,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,"5,242","3,786","1,456",-,-,-,460,-,460,-,-,-,460,-,460,-,-,-,16,その他林産品,,,,,
17,薪炭,270,230,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,"5,591,528","58,550","5,532,978",-,-,-,"11,468",-,"11,468","11,468",-,"11,468",-,-,-,-,-,-,鉱産品,,,,,,
