,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,関東,,,,,,,,,,,,中部,,,,,,品種,,,,,,
,,東京都,,,,,,,,神奈川県,,,,計,新潟県,,静岡県,,,,,,,,,
,,八丈島（神湊）,利島,御蔵島,青ヶ島,式根島諸港,小笠原（二見）,小笠原（沖）,小笠原諸島,小計,川崎,横浜,横須賀,,小計,姫川,小計,清水,大井川,,,,,,,
合計,,"57,631","7,594","4,370","2,282","7,319","26,738",700,600,"214,458","3,658","210,764",36,"1,534,338","59,282","59,282","1,125,371","158,649","1,800",合計,,,,,,
農水産品,,"8,231",234,175,-,571,4,-,-,"11,063",-,"11,063",-,"15,514",-,-,"4,820","4,439",-,農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,771,-,771,-,"1,160",-,-,"1,160","1,160",-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,300,-,300,-,29,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,-,-,-,"4,469",-,"4,469",-,125,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,35,-,-,15,15,-,5,その他雑穀,,,,,
6,野菜・果物,"2,319",78,161,-,169,3,-,-,"1,971",-,"1,971",-,"5,961",-,-,503,503,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,150,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,-,-,-,1,-,-,716,-,716,-,"4,340",-,-,405,405,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,22,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,"2,957",78,8,-,203,-,-,-,"1,820",-,"1,820",-,310,-,-,102,102,-,10,その他畜産品,,,,,
11,水産品,"2,955",78,6,-,199,-,-,-,"1,016",-,"1,016",-,"3,382",-,-,"2,635","2,254",-,11,水産品,,,,,
林産品,,"6,369",739,631,392,232,545,-,-,"2,782","1,112","1,670",-,"8,086",-,-,"5,904","5,904",-,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,"6,369",169,631,392,82,545,-,-,"2,722","1,112","1,610",-,"8,045",-,-,"5,889","5,889",-,13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,60,-,60,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,570,-,-,150,-,-,-,-,-,-,-,26,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,15,15,-,17,薪炭,,,,,
鉱産品,,-,-,-,-,-,949,-,-,283,-,283,-,"6,873",-,-,"2,199",399,"1,800",鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,-,60,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,165,-,165,-,315,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,-,947,-,-,45,-,45,-,"1,830",-,-,"1,800",-,"1,800",21,砂利・砂,,,,,
22,石材,-,-,-,-,-,2,-,-,15,-,15,-,60,-,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,30,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,60,-,-,60,60,-,26,原塩,,,,,
27,非金属鉱物,-,-,-,-,-,-,-,-,58,-,58,-,"4,518",-,-,339,339,-,27,非金属鉱物,,,,,
金属機械工業品,,"8,095","1,838","1,032",991,"1,457","7,402",700,200,"16,176",22,"16,120",34,"155,208",-,-,"101,821","19,462",-,金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,-,-,-,-,-,-,-,45,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,-,-,-,300,-,668,-,-,153,-,153,-,22,-,-,-,-,-,29,鋼材,,,,,
30,非鉄金属,-,-,-,-,-,-,-,-,250,-,250,-,442,-,-,60,60,-,30,非鉄金属,,,,,
31,金属製品,"2,949","1,055",257,568,485,"1,739",700,100,"2,935",-,"2,901",34,"2,879",-,-,"2,448","2,448",-,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,"4,403",114,452,94,205,"2,458",-,-,424,-,424,-,"99,120",-,-,"54,165",135,-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,-,-,-,-,-,210,-,210,-,15,-,-,15,15,-,34,その他輸送用車両,,,,,
35,二輪自動車,42,2,2,-,2,14,-,-,361,-,361,-,45,-,-,45,45,-,35,二輪自動車,,,,,
36,自動車部品,-,-,-,-,-,-,-,-,"3,937",-,"3,937",-,"2,584",-,-,"1,001","1,001",-,36,自動車部品,,,,,
