,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,東北,関東,,,,,,,,,,,,,,,,,品種,,,,,,
,,福島県,計,茨城県,,,,千葉県,,,,東京都,,,,,,,,,,,,,,
,,相馬,,小計,鹿島,那珂湊,茨城(常陸那珂),小計,千葉,木更津,館山,小計,大島（元町）,大島（岡田）,大島（波浮）,新島,神津島,三宅島（三池）,三宅島諸港,,,,,,,
合計,,"3,140","1,887,996","39,231","10,055","24,157","5,019","1,340,855","1,075,477","16,728","248,650","293,452","41,842","11,578","20,378","42,583","28,731","12,990","28,116",合計,,,,,,
農水産品,,-,"35,820","2,272",473,"1,799",-,538,538,-,-,"21,947",890,"4,610",-,"2,264","1,577",-,"3,391",農水産品,,,,,,
1,麦,-,771,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,"4,469",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,"8,620",-,-,-,-,-,-,-,-,"6,649",890,"1,048",-,657,522,-,802,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,717,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,"9,478",-,-,-,-,-,-,-,-,"7,658",-,"1,783",-,803,529,-,"1,297",10,その他畜産品,,,,,
11,水産品,-,"11,465","2,272",473,"1,799",-,538,538,-,-,"7,639",-,"1,779",-,804,526,-,"1,292",11,水産品,,,,,
林産品,,-,"23,361",-,-,-,-,-,-,-,-,"20,579","4,002",1,957,"2,489",721,800,"2,701",林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,-,"19,901",-,-,-,-,-,-,-,-,"17,179","4,002",1,167,"1,839",281,-,"2,701",13,製材,,,,,
14,樹脂類,-,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,"3,400",-,-,-,-,-,-,-,-,"3,400",-,-,790,650,440,800,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,"3,140","25,820",-,-,-,-,"18,458",-,"10,898","7,560","7,079","1,200",-,"1,240","3,650",20,20,-,鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,165,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,"23,080",-,-,-,-,"15,958",-,"8,398","7,560","7,077","1,200",-,"1,240","3,650",20,20,-,21,砂利・砂,,,,,
22,石材,-,17,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,"3,140","2,558",-,-,-,-,"2,500",-,"2,500",-,-,-,-,-,-,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,-,"98,469","15,557","6,628","8,330",599,"1,792","1,792",-,-,"64,944","9,008",143,"6,326","10,351","9,155","3,720","4,526",金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,-,"2,761",-,-,-,-,-,-,-,-,"2,608",-,-,270,240,"1,000",130,-,29,鋼材,,,,,
30,非鉄金属,-,250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,非鉄金属,,,,,
31,金属製品,-,"28,446",-,-,-,-,30,30,-,-,"25,481","3,493",2,"2,294","4,604","4,454","1,470","1,311",31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,"15,564",458,458,-,-,-,-,-,-,"14,682","3,016",-,2,771,695,-,"2,472",33,完成自動車,,,,,
34,その他輸送用車両,-,210,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,622,-,-,-,-,-,-,-,-,261,-,141,-,12,15,-,31,35,二輪自動車,,,,,
36,自動車部品,-,"3,953",-,-,-,-,16,16,-,-,-,-,-,-,-,-,-,-,36,自動車部品,,,,,
37,その他輸送機械,-,"8,097",-,-,-,-,-,-,-,-,"7,880",-,-,"2,720","2,650",950,"1,130",50,37,その他輸送機械,,,,,
38,産業機械,-,"15,740",-,-,-,-,-,-,-,-,"14,032","2,499",-,"1,040","2,074","2,041",990,662,38,産業機械,,,,,
