,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,四国,,,,,,,九州,,,,,,,,,,,品種,,,,,,
,,愛媛県,,,,,高知県,,計,福岡県,,,,,長崎県,,,,熊本県,,,,,,,
,,小計,八幡浜,三島川之江,松山,新居浜,小計,須崎,,小計,北九州,博多,苅田,福岡県内諸港,小計,崎戸,若松,松浦,小計,,,,,,,
合計,,"291,885","40,903","229,207","9,540","12,235","807,723","807,723","8,267,315","7,133,850","4,754,280","913,078","1,351,710","114,782","34,417","32,615","1,000",802,"3,045",合計,,,,,,
農水産品,,-,-,-,-,-,-,-,"18,925","7,900",-,"7,900",-,-,-,-,-,-,-,農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,620,620,-,620,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,480,480,-,480,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,-,-,"1,310","1,310",-,"1,310",-,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,20,20,-,20,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,-,-,-,-,-,-,"12,455","1,430",-,"1,430",-,-,-,-,-,-,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,-,-,-,-,-,20,20,-,20,-,-,-,-,-,-,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,-,-,-,-,-,-,"4,020","4,020",-,"4,020",-,-,-,-,-,-,-,10,その他畜産品,,,,,
11,水産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,水産品,,,,,
林産品,,"3,765",-,-,"3,765",-,-,-,"3,860","3,860",-,"3,860",-,-,-,-,-,-,-,林産品,,,,,,
12,原木,40,-,-,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,290,-,-,290,-,-,-,"3,290","3,290",-,"3,290",-,-,-,-,-,-,-,13,製材,,,,,
14,樹脂類,"3,405",-,-,"3,405",-,-,-,295,295,-,295,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,270,270,-,270,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,10,-,-,10,-,-,-,5,5,-,5,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,20,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,540,-,-,540,-,"598,706","598,706","322,565","4,287","2,737","1,550",-,-,-,-,-,-,-,鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,-,"2,737","2,737","2,737",-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,540,-,-,540,-,"288,005","288,005","30,584",10,-,10,-,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,-,-,-,-,-,"305,800","305,800","127,650",10,-,10,-,-,-,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,"4,901","4,901","160,254",190,-,190,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,"1,310","1,310",-,"1,310",-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,-,-,-,-,-,-,30,30,-,30,-,-,-,-,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,"51,063","38,613",-,215,"12,235",-,-,"5,580,083","5,347,004","4,751,224","441,018","39,980","114,782",-,-,-,-,"2,945",金属機械工業品,,,,,,
28,鉄鋼,30,-,-,30,-,-,-,"1,210","1,210",-,"1,210",-,-,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,"38,613","38,613",-,-,-,-,-,"306,409","190,754","58,447","17,525",-,"114,782",-,-,-,-,"2,945",29,鋼材,,,,,
30,非鉄金属,"12,235",-,-,-,"12,235",-,-,"2,025","2,025",-,"2,025",-,-,-,-,-,-,-,30,非鉄金属,,,,,
31,金属製品,70,-,-,70,-,-,-,"4,820","4,820",-,"4,820",-,-,-,-,-,-,-,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,-,-,-,-,-,-,"5,125,899","5,036,425","4,689,555","342,420","4,450",-,-,-,-,-,-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,-,-,-,-,330,330,-,330,-,-,-,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,-,-,-,23,23,-,23,-,-,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,-,-,-,-,-,-,-,"10,160","10,160",-,"10,160",-,-,-,-,-,-,-,36,自動車部品,,,,,
37,その他輸送機械,5,-,-,5,-,-,-,"94,722","67,142","3,222","28,390","35,530",-,-,-,-,-,-,37,その他輸送機械,,,,,
38,産業機械,105,-,-,105,-,-,-,"20,805","20,435",-,"20,435",-,-,-,-,-,-,-,38,産業機械,,,,,
39,電気機械,-,-,-,-,-,-,-,"5,535","5,535",-,"5,535",-,-,-,-,-,-,-,39,電気機械,,,,,
40,測量・光学・医療用機械,-,-,-,-,-,-,-,780,780,-,780,-,-,-,-,-,-,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,5,-,-,5,-,-,-,65,65,-,65,-,-,-,-,-,-,-,41,事務用機器,,,,,
42,その他機械,-,-,-,-,-,-,-,"7,300","7,300",-,"7,300",-,-,-,-,-,-,-,42,その他機械,,,,,
