,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,東北,,,,,,,,,,,関東,,,,,,,品種,,,,,,
,,青森県,,,岩手県,,,,宮城県,,福島県,,計,茨城県,,,,千葉県,,,,,,,,
,,小計,八戸,むつ小川原,小計,久慈,釜石,大船渡,小計,仙台塩釜,小計,小名浜,,小計,鹿島,那珂湊,茨城(常陸那珂),小計,千葉,,,,,,,
合計,,"620,447","618,947","1,500","794,753","42,364","1,112","751,277","339,659","339,659","2,451","2,451","8,695,878","371,219","361,705","2,852","6,662","7,105,799","4,406,658",合計,,,,,,
農水産品,,20,20,-,-,-,-,-,"14,328","14,328",-,-,"79,225",380,241,139,-,"15,898","15,898",農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,"65,091",-,-,-,-,"15,738","15,738",1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,-,-,-,-,-,-,"5,083","5,083",-,-,2,-,-,-,-,-,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,その他畜産品,,,,,
11,水産品,20,20,-,-,-,-,-,"9,245","9,245",-,-,"14,117",380,241,139,-,160,160,11,水産品,,,,,
林産品,,-,-,-,-,-,-,-,-,-,-,-,"4,319",-,-,-,-,-,-,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,-,-,-,-,-,-,-,-,-,-,-,"3,133",-,-,-,-,-,-,13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,600,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,586,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,"469,325","467,825","1,500","42,364","42,364",-,-,"1,500","1,500",-,-,"3,791,127","26,830","26,830",-,-,"3,761,952","1,275,841",鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,"5,608",-,-,-,-,"5,608","5,608",18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,"348,640","347,140","1,500","38,185","38,185",-,-,"1,500","1,500",-,-,"3,501,007",-,-,-,-,"3,500,272","1,065,741",21,砂利・砂,,,,,
22,石材,"120,685","120,685",-,-,-,-,-,-,-,-,-,"74,794","26,830","26,830",-,-,"46,964","29,134",22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,"175,358",-,-,-,-,"175,358","175,358",25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,-,-,"4,179","4,179",-,-,-,-,-,-,"34,360",-,-,-,-,"33,750",-,27,非金属鉱物,,,,,
金属機械工業品,,"1,270","1,270",-,300,-,300,-,"65,082","65,082",-,-,"162,254","67,917","66,212","1,503",202,"54,928","4,835",金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,50,50,-,-,-,-,-,-,-,-,-,"113,880","64,496","64,496",-,-,"47,743",250,29,鋼材,,,,,
30,非鉄金属,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,30,非鉄金属,,,,,
31,金属製品,-,-,-,-,-,-,-,-,-,-,-,"13,080",-,-,-,-,377,377,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,-,-,-,-,-,-,"59,170","59,170",-,-,"11,423",-,-,-,-,"5,100","2,500",33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,-,-,-,-,-,-,-,282,-,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,15,15,-,-,-,-,-,-,-,-,-,"3,720",-,-,-,-,271,271,36,自動車部品,,,,,
37,その他輸送機械,-,-,-,-,-,-,-,"2,208","2,208",-,-,"1,960",-,-,-,-,60,60,37,その他輸送機械,,,,,
38,産業機械,-,-,-,-,-,-,-,-,-,-,-,"11,816",453,262,148,43,-,-,38,産業機械,,,,,
