,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,近畿,,,,,,,,,,,,中国,,,,,中国,品種,,,,,,
,,三重県,大阪府,,,,兵庫県,,,,,和歌山県,,計,岡山県,,,,広島県,,,,,,,
,,鵜殿,小計,大阪,阪南,堺泉北,小計,尼崎西宮芦屋,神戸,姫路,赤穂,小計,和歌山下津,,小計,山田,水島,宇野,小計,,,,,,,
合計,,"35,286","501,613","368,791","44,729","88,093","507,345",300,"186,703","99,119","221,223","64,030","64,030","1,184,737","240,295","37,515","74,119","128,661","38,255",合計,,,,,,
農水産品,,-,-,-,-,-,99,-,99,-,-,-,-,520,510,-,-,510,-,農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,410,410,-,-,410,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,-,-,-,-,-,-,-,100,100,-,-,100,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,-,-,-,32,-,32,-,-,-,-,-,-,-,-,-,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,その他畜産品,,,,,
11,水産品,-,-,-,-,-,67,-,67,-,-,-,-,-,-,-,-,-,-,11,水産品,,,,,
林産品,,-,-,-,-,-,421,-,421,-,-,-,-,"11,030","9,355",-,-,"9,355",-,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,-,-,-,-,-,30,-,30,-,-,-,-,"6,400","6,400",-,-,"6,400",-,13,製材,,,,,
14,樹脂類,-,-,-,-,-,391,-,391,-,-,-,-,"4,630","2,955",-,-,"2,955",-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,-,-,-,-,-,750,-,-,750,-,-,-,"211,289","5,636",-,"1,501","4,135",-,鉱産品,,,,,,
18,石炭,-,-,-,-,-,750,-,-,750,-,-,-,"1,501","1,501",-,"1,501",-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,10,10,-,-,10,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,-,-,-,-,-,-,-,-,180,180,-,-,180,-,21,砂利・砂,,,,,
22,石材,-,-,-,-,-,-,-,-,-,-,-,-,"205,653",-,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,"1,035","1,035",-,-,"1,035",-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,"2,910","2,910",-,-,"2,910",-,26,原塩,,,,,
27,非金属鉱物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,-,"405,099","297,705","44,729","62,665","160,401",300,"64,832","95,269",-,"64,030","64,030","117,674","86,459",-,"29,603","56,856","29,105",金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,151,-,151,-,-,-,-,70,70,-,-,70,-,28,鉄鋼,,,,,
29,鋼材,-,"204,139","97,015","44,729","62,395","101,226",300,"5,657","95,269",-,"64,030","64,030","40,478","39,078",-,"29,603","9,475",100,29,鋼材,,,,,
30,非鉄金属,-,15,15,-,-,"6,276",-,"6,276",-,-,-,-,"29,315",310,-,-,310,"29,005",30,非鉄金属,,,,,
31,金属製品,-,329,59,-,270,754,-,754,-,-,-,-,"4,785","4,595",-,-,"4,595",-,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,"171,065","171,065",-,-,129,-,129,-,-,-,-,"11,440","11,430",-,-,"11,430",-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,-,-,110,-,110,-,-,-,-,"11,700","11,640",-,-,"11,640",-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,-,210,-,210,-,-,-,-,1,1,-,-,1,-,35,二輪自動車,,,,,
36,自動車部品,-,150,150,-,-,"11,639",-,"11,639",-,-,-,-,160,160,-,-,160,-,36,自動車部品,,,,,
37,その他輸送機械,-,"6,230","6,230",-,-,294,-,294,-,-,-,-,90,80,-,-,80,-,37,その他輸送機械,,,,,
38,産業機械,-,"23,111","23,111",-,-,"25,703",-,"25,703",-,-,-,-,"17,170","17,100",-,-,"17,100",-,38,産業機械,,,,,
39,電気機械,-,60,60,-,-,"12,829",-,"12,829",-,-,-,-,380,280,-,-,280,-,39,電気機械,,,,,
40,測量・光学・医療用機械,-,-,-,-,-,"1,026",-,"1,026",-,-,-,-,-,-,-,-,-,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,事務用機器,,,,,
42,その他機械,-,-,-,-,-,54,-,54,-,-,-,-,"2,085","1,715",-,-,"1,715",-,42,その他機械,,,,,
化学工業品,,-,"23,870",842,-,"23,028","230,503",-,"9,930","3,100","217,473",-,-,"677,729","60,905",-,"43,015","17,890","9,150",化学工業品,,,,,,
43,陶磁器,-,-,-,-,-,417,-,417,-,-,-,-,-,-,-,-,-,-,43,陶磁器,,,,,
44,セメント,-,-,-,-,-,"217,473",-,-,-,"217,473",-,-,"561,259","1,050",-,"1,050",-,-,44,セメント,,,,,
45,ガラス類,-,-,-,-,-,331,-,331,-,-,-,-,-,-,-,-,-,-,45,ガラス類,,,,,
46,窯業品,-,-,-,-,-,"2,077",-,"2,077",-,-,-,-,"17,710","8,400",-,-,"8,400","9,150",46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,石油製品,-,"17,658",-,-,"17,658",40,-,40,-,-,-,-,"39,379","39,379",-,"39,339",40,-,48,石油製品,,,,,
49,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,LNG/液化天然ガス,,,,,
50,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LPG/液化石油ガス,,,,,
51,その他石油製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,その他石油製品,,,,,
52,コークス,-,"5,370",-,-,"5,370","3,100",-,-,"3,100",-,-,-,"2,626","2,626",-,"2,626",-,-,52,コークス,,,,,
53,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,石炭製品,,,,,
54,化学薬品,-,337,337,-,-,"1,841",-,"1,841",-,-,-,-,"46,590","2,435",-,-,"2,435",-,54,化学薬品,,,,,
55,化学肥料,-,-,-,-,-,-,-,-,-,-,-,-,75,75,-,-,75,-,55,化学肥料,,,,,
56,その他化学工業品,-,505,505,-,-,"5,224",-,"5,224",-,-,-,-,"10,090","6,940",-,-,"6,940",-,56,その他化学工業品,,,,,
軽工業品,,"35,286",120,120,-,-,"16,484",-,"12,734",-,"3,750",-,-,"144,660","65,070","37,515",-,"27,555",-,軽工業品,,,,,,
