,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,中国,,,,,,,,,四国,,,,,,,,,品種,,,,,,
,,広島県,,,山口県,,,,,,計,徳島県,,,香川県,,,,,,,,,,,
,,尾道糸崎,広島,契島,小計,小野田,宇部,岩国,徳山下松,仙崎,,小計,橘,撫養,小計,高松,坂出,多度津,久通,,,,,,,
合計,,100,"9,150","29,005","906,187","33,000","515,763","98,010","62,229","197,185","1,215,191","30,720","2,200","28,520","84,863",100,"55,840","1,850","27,073",合計,,,,,,
農水産品,,-,-,-,10,-,-,10,-,-,-,-,-,-,-,-,-,-,-,農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,10,-,-,10,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,その他畜産品,,,,,
11,水産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,水産品,,,,,
林産品,,-,-,-,"1,675",-,-,"1,675",-,-,"3,765",-,-,-,-,-,-,-,-,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,40,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,-,-,-,-,-,-,-,-,-,290,-,-,-,-,-,-,-,-,13,製材,,,,,
14,樹脂類,-,-,-,"1,675",-,-,"1,675",-,-,"3,405",-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,20,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,-,-,-,"205,653",-,"8,468",-,-,"197,185","602,851",-,-,-,"3,605",-,"3,605",-,-,鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,"3,605",-,-,-,"3,605",-,"3,605",-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,-,-,-,-,-,"288,545",-,-,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,-,-,-,"205,653",-,"8,468",-,-,"197,185","305,800",-,-,-,-,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,"4,901",-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,100,-,"29,005","2,110",-,-,"2,110",-,-,"53,013",-,-,-,"1,950",100,-,"1,850",-,金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,-,-,-,-,30,-,-,-,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,100,-,-,"1,300",-,-,"1,300",-,-,"38,613",-,-,-,-,-,-,-,-,29,鋼材,,,,,
30,非鉄金属,-,-,"29,005",-,-,-,-,-,-,"12,235",-,-,-,-,-,-,-,-,30,非鉄金属,,,,,
31,金属製品,-,-,-,190,-,-,190,-,-,"2,020",-,-,-,"1,950",100,-,"1,850",-,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,-,-,10,-,-,10,-,-,-,-,-,-,-,-,-,-,-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,60,-,-,60,-,-,-,-,-,-,-,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36,自動車部品,,,,,
37,その他輸送機械,-,-,-,10,-,-,10,-,-,5,-,-,-,-,-,-,-,-,37,その他輸送機械,,,,,
38,産業機械,-,-,-,70,-,-,70,-,-,105,-,-,-,-,-,-,-,-,38,産業機械,,,,,
39,電気機械,-,-,-,100,-,-,100,-,-,-,-,-,-,-,-,-,-,-,39,電気機械,,,,,
40,測量・光学・医療用機械,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,41,事務用機器,,,,,
42,その他機械,-,-,-,370,-,-,370,-,-,-,-,-,-,-,-,-,-,-,42,その他機械,,,,,
化学工業品,,-,"9,150",-,"607,674","33,000","507,295","5,150","62,229",-,"242,375","2,200","2,200",-,"27,073",-,-,-,"27,073",化学工業品,,,,,,
43,陶磁器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,陶磁器,,,,,
44,セメント,-,-,-,"560,209","33,000","507,295",-,"19,914",-,"236,090",-,-,-,"27,073",-,-,-,"27,073",44,セメント,,,,,
