,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,近畿,,,,中国,,,,,,,,,四国,,,,,品種,,,,,,
,,兵庫県,,和歌山県,,計,岡山県,,広島県,,,山口県,,,計,香川県,,,,,,,,,,
,,姫路,赤穂,小計,和歌山下津,,小計,宇野,小計,福山,呉,小計,岩国,徳山下松,,小計,坂出,直島,丸亀,,,,,,,
合計,,"1,200","5,187","1,449","1,449","65,965","1,265","1,265","61,270","10,423","50,847","3,430","2,930",500,"17,561","12,808","1,531","9,777","1,500",合計,,,,,,
農水産品,,-,-,-,-,305,275,275,-,-,-,30,30,-,240,-,-,-,-,農水産品,,,,,,
1,麦,-,-,-,-,5,5,5,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,30,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,20,20,20,-,-,-,-,-,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,-,-,-,40,10,10,-,-,-,30,30,-,210,-,-,-,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,その他畜産品,,,,,
11,水産品,-,-,-,-,240,240,240,-,-,-,-,-,-,-,-,-,-,-,11,水産品,,,,,
林産品,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,-,"3,680",-,-,210,-,-,-,-,-,210,210,-,"3,031","3,031","1,531",-,"1,500",鉱産品,,,,,,
