,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,関東,,,中部,,,,,,,,,近畿,,,,,,品種,,,,,,
,,神奈川県,,,計,富山県,,静岡県,,,愛知県,,,計,三重県,,,,,,,,,,,
,,川崎,横浜,横須賀,,小計,伏木富山,小計,清水,御前崎,小計,衣浦,名古屋,,小計,四日市,津松阪,吉津,鳥羽,,,,,,,
合計,,"338,443","747,858",36,"401,483","6,324","6,324","122,026","121,700",326,"273,133","43,977","229,156","1,341,002","268,014","192,158",30,"39,090","1,450",合計,,,,,,
農水産品,,"1,323","48,403",-,"6,418",-,-,"6,418","6,386",32,-,-,-,99,-,-,-,-,-,農水産品,,,,,,
1,麦,"1,173","48,180",-,"6,240",-,-,"6,240","6,240",-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,-,-,90,-,-,90,90,-,-,-,-,-,-,-,-,-,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,-,-,-,-,-,-,-,-,-,-,32,-,-,-,-,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,その他畜産品,,,,,
11,水産品,150,223,-,88,-,-,88,56,32,-,-,-,67,-,-,-,-,-,11,水産品,,,,,
林産品,,-,-,-,-,-,-,-,-,-,-,-,-,421,-,-,-,-,-,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,-,-,-,-,-,-,-,-,-,-,-,-,30,-,-,-,-,-,13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,-,-,-,391,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,"1,000",-,-,"46,977",-,-,-,-,-,"46,977","43,977","3,000","41,290","40,540",-,-,"39,090","1,450",鉱産品,,,,,,
18,石炭,-,-,-,"3,000",-,-,-,-,-,"3,000",-,"3,000",750,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,"40,105",-,-,-,-,-,"40,105","40,105",-,"9,280","9,280",-,-,"7,830","1,450",21,砂利・砂,,,,,
22,石材,"1,000",-,-,-,-,-,-,-,-,-,-,-,"31,260","31,260",-,-,"31,260",-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,-,-,"3,872",-,-,-,-,-,"3,872","3,872",-,-,-,-,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,"4,324","5,924",36,"141,987",-,-,"35,626","35,586",40,"106,361",-,"106,361","632,816","3,286","3,256",30,-,-,金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,-,-,-,-,-,-,-,151,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,100,151,-,"90,458",-,-,-,-,-,"90,458",-,"90,458","369,395",-,-,-,-,-,29,鋼材,,,,,
30,非鉄金属,-,15,-,-,-,-,-,-,-,-,-,-,"6,291",-,-,-,-,-,30,非鉄金属,,,,,
31,金属製品,"1,871","2,394",36,"5,927",-,-,35,35,-,"5,892",-,"5,892","1,114",31,1,30,-,-,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,-,-,"5,610",-,-,270,270,-,"5,340",-,"5,340","171,194",-,-,-,-,-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,-,-,-,-,-,-,-,-,-,110,-,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,469,-,-,469,469,-,-,-,-,210,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,870,"2,579",-,"31,995",-,-,"30,941","30,941",-,"1,054",-,"1,054","12,239",450,450,-,-,-,36,自動車部品,,,,,
37,その他輸送機械,-,185,-,"2,853",-,-,223,223,-,"2,630",-,"2,630","6,524",-,-,-,-,-,37,その他輸送機械,,,,,
