,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,四国,,,,,,九州,,,,,,,,,,,,品種,,,,,,
,,愛媛県,,,,高知県,,計,          福岡県,,,,長崎県,,大分県,,宮崎県,,,,,,,,,
,,小計,三島川之江,松山,新居浜,小計,須崎,,小計,北九州,博多,苅田,小計,若松,小計,大分,小計,細島,油津,,,,,,,
合計,,"3,053","2,518",430,105,"1,700","1,700","8,691,299","7,468,322","5,446,037","1,969,564","52,721","1,000","1,000",560,560,"228,336","26,534","201,802",合計,,,,,,
農水産品,,240,-,240,-,-,-,"38,063","18,702",-,"18,702",-,-,-,-,-,-,-,-,農水産品,,,,,,
1,麦,-,-,-,-,-,-,"1,985","1,985",-,"1,985",-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,30,-,30,-,-,-,"11,299","4,820",-,"4,820",-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,20,20,-,20,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,-,"2,640","2,640",-,"2,640",-,-,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,420,420,-,420,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,210,-,210,-,-,-,"18,017","5,135",-,"5,135",-,-,-,-,-,-,-,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,-,-,-,-,"2,273","2,273",-,"2,273",-,-,-,-,-,-,-,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,-,-,-,-,-,849,849,-,849,-,-,-,-,-,-,-,-,10,その他畜産品,,,,,
11,水産品,-,-,-,-,-,-,560,560,-,560,-,-,-,-,-,-,-,-,11,水産品,,,,,
林産品,,-,-,-,-,-,-,"6,807","6,717",-,"6,717",-,-,-,90,90,-,-,-,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,-,-,-,-,-,-,"2,472","2,472",-,"2,472",-,-,-,-,-,-,-,-,13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,"4,090","4,000",-,"4,000",-,-,-,90,90,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,245,245,-,245,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,-,-,-,-,-,-,"4,787","4,787","1,512","3,275",-,-,-,-,-,-,-,-,鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,"1,547","1,547","1,512",35,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,15,15,-,15,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,-,-,275,275,-,275,-,-,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,-,-,-,-,-,-,"1,655","1,655",-,"1,655",-,-,-,-,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,"1,240","1,240",-,"1,240",-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,-,-,-,-,-,55,55,-,55,-,-,-,-,-,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,135,-,30,105,-,-,"7,225,277","6,750,434","5,398,258","1,352,176",-,-,-,10,10,"86,838","5,870","80,968",金属機械工業品,,,,,,
28,鉄鋼,10,-,10,-,-,-,130,130,-,130,-,-,-,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,-,-,-,-,-,-,"7,895","7,895",-,"7,895",-,-,-,-,-,-,-,-,29,鋼材,,,,,
30,非鉄金属,-,-,-,-,-,-,"1,455","1,455",-,"1,455",-,-,-,-,-,-,-,-,30,非鉄金属,,,,,
31,金属製品,5,-,5,-,-,-,"9,155","8,745",500,"8,245",-,-,-,10,10,-,-,-,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,10,10,-,10,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,105,-,-,105,-,-,"6,836,277","6,495,030","5,396,175","1,098,855",-,-,-,-,-,"64,218","4,150","60,068",33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,-,-,-,"12,855","12,855",-,"12,855",-,-,-,-,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,-,-,7,7,-,7,-,-,-,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,-,-,-,-,-,-,"15,064","15,064",-,"15,064",-,-,-,-,-,-,-,-,36,自動車部品,,,,,
37,その他輸送機械,-,-,-,-,-,-,"26,495","3,875",-,"3,875",-,-,-,-,-,"22,620","1,720","20,900",37,その他輸送機械,,,,,
38,産業機械,15,-,15,-,-,-,"179,777","179,777",-,"179,777",-,-,-,-,-,-,-,-,38,産業機械,,,,,
39,電気機械,-,-,-,-,-,-,"15,008","15,008",-,"15,008",-,-,-,-,-,-,-,-,39,電気機械,,,,,
40,測量・光学・医療用機械,-,-,-,-,-,-,"1,678","1,678","1,583",95,-,-,-,-,-,-,-,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,-,-,-,"113,631","3,065",-,"3,065",-,-,-,-,-,-,-,-,41,事務用機器,,,,,
42,その他機械,-,-,-,-,-,-,"5,840","5,840",-,"5,840",-,-,-,-,-,-,-,-,42,その他機械,,,,,
