,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,中部,,,,,,近畿,,,,,,,,,,,,品種,,,,,,
,,静岡県,,愛知県,,,,計,          三重県,,,,大阪府,,,兵庫県,,,,,,,,,,
,,御前崎,宇久須,小計,三河,名古屋,伊良湖,,小計,四日市,尾鷲,鳥羽,小計,大阪,堺泉北,小計,尼崎西宮芦屋,神戸,東播磨,,,,,,,
合計,,"963,622","1,300","349,685","154,373","194,112","1,200","615,619","23,378","2,408","5,220","15,750","478,308","470,422","7,886","112,484","30,424","71,165","4,508",合計,,,,,,
農水産品,,381,-,"10,694",-,"10,694",-,"43,277",-,-,-,-,"17,356","17,356",-,"25,921",-,"25,921",-,農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,29,-,29,-,461,-,-,-,-,-,-,-,461,-,461,-,3,とうもろこし,,,,,
4,豆類,-,-,125,-,125,-,-,-,-,-,-,-,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,20,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,-,"5,458",-,"5,458",-,"25,954",-,-,-,-,"6,276","6,276",-,"19,678",-,"19,678",-,6,野菜・果物,,,,,
7,綿花,-,-,150,-,150,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,"3,935",-,"3,935",-,"4,852",-,-,-,-,285,285,-,"4,567",-,"4,567",-,8,その他農産品,,,,,
9,羊毛,-,-,22,-,22,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,-,208,-,208,-,"9,413",-,-,-,-,"8,528","8,528",-,885,-,885,-,10,その他畜産品,,,,,
11,水産品,381,-,747,-,747,-,"2,597",-,-,-,-,"2,267","2,267",-,330,-,330,-,11,水産品,,,,,
林産品,,-,-,"2,182",-,"2,182",-,"3,227",-,-,-,-,"3,227","3,227",-,-,-,-,-,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,-,-,"2,156",-,"2,156",-,"3,227",-,-,-,-,"3,227","3,227",-,-,-,-,-,13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,26,-,26,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,-,-,"4,674",-,"4,674",-,"9,148",780,780,-,-,45,45,-,"8,323",-,135,"4,508",鉱産品,,,,,,
18,石炭,-,-,60,-,60,-,"8,968",780,780,-,-,-,-,-,"8,188",-,-,"4,508",18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,315,-,315,-,180,-,-,-,-,45,45,-,135,-,135,-,20,金属鉱,,,,,
21,砂利・砂,-,-,30,-,30,-,-,-,-,-,-,-,-,-,-,-,-,-,21,砂利・砂,,,,,
